Wells;SampleID;Zones;Porosity;Permeability_Kl;Rt_Sw100;FF;Temp;Rw;Salinity;Condition;Rock Pressure;Pore Pressure
1PO;29798-17;AC12;17.78243445;3.061;7.95167078;20.93095575;20;0.379900033;17.6;AC;;
1PO;29799-17;AC12;18.744285;3.056;7.576817513;19.94424021;20;0.379900033;17.6;AC;;
1PO;29800-17;AC12;19.57303022;3.533;7.256062831;19.09992683;20;0.379900033;17.6;AC;;
1PO;29801-17;AC12;19.56593301;6.533;7.114407857;18.72705249;20;0.379900033;17.6;AC;;
1PO;29802-17;AC12;19.35004408;7.585;7.217977596;18.99967615;20;0.379900033;17.6;AC;;
1PO;29803-17;AC12;17.91898879;1.451;8.671849503;22.82666163;20;0.379900033;17.6;AC;;
1PO;29804-17;AC12;18.6030072;2.932;7.877214295;20.73496608;20;0.379900033;17.6;AC;;
1PO;29805-17;AC12;16.79519703;0.959;8.700846731;22.9029902;20;0.379900033;17.6;AC;;
1PO;29807-17;AC12;19.61167839;6.782;7.161745959;18.85165922;20;0.379900033;17.6;AC;;
1PO;29808-17;AC12;18.53522441;2.674;7.514180652;19.77936299;20;0.379900033;17.6;AC;;
1PO;29809-17;AC12;18.79265238;4.702;7.351729604;19.35174774;20;0.379900033;17.6;AC;;
1PO;29810-17;AC12;19.24950886;5.202;7.434661388;19.57004671;20;0.379900033;17.6;AC;;
1PO;29811-17;AC12;19.79794342;6.514;6.934578784;18.25369356;20;0.379900033;17.6;AC;;
1PO;29812-17;AC12;17.90216498;2.996;7.844956763;20.6500555;20;0.379900033;17.6;AC;;
1PO;29813-17;AC12;18.04277829;2.089;8.264997272;21.75571612;20;0.379900033;17.6;AC;;
1PO;29814-17;AC12;17.83099755;2.715;7.809337791;20.5562967;20;0.379900033;17.6;AC;;
1PO;29815-17;AC12;18.09919771;4.57;7.640118585;20.11086582;20;0.379900033;17.6;AC;;
1PO;29816-17;AC12;17.36076312;1.892;8.650661987;22.77089033;20;0.379900033;17.6;AC;;
1PO;29817-17;AC12;17.50709034;2.09;8.395106631;22.09819927;20;0.379900033;17.6;AC;;
1PO;29818-17;AC12;18.43529187;4.114;7.859304418;20.68782242;20;0.379900033;17.6;AC;;
1PO;29819-17;AC12;17.87307132;3.357;8.068741716;21.23911823;20;0.379900033;17.6;AC;;
1PO;29820-17;AC12;18.53357466;3.192;8.174261452;21.51687482;20;0.379900033;17.6;AC;;
1PO;29821-17;AC12;18.37802366;4.488;8.056144487;21.20595891;20;0.379900033;17.6;AC;;
1PO;29822-17;AC12;18.02306725;4.532;7.948678534;20.92307935;20;0.379900033;17.6;AC;;
1PO;29823-17;AC12;18.71071392;6.316;7.467224986;19.65576293;20;0.379900033;17.6;AC;;
1PO;29824-17;AC12;19.45239236;17.967;7.051567512;18.56163964;20;0.379900033;17.6;AC;;
1PO;29825-17;AC12;19.62898851;11.642;7.015796395;18.46748035;20;0.379900033;17.6;AC;;
1PO;29826-17;AC12;19.08292261;5.975;7.495234413;19.72949135;20;0.379900033;17.6;AC;;
1PO;29827-17;AC12;18.32809704;5.68;7.646755923;20.12833709;20;0.379900033;17.6;AC;;
1PO;29828-17;AC12;13.29755918;0.145;13.10577179;34.49794856;20;0.379900033;17.6;AC;;
1PO;29829-17;AC12;16.28555095;0.377;10.21263929;26.88243854;20;0.379900033;17.6;AC;;
1PO;29830-17;AC12;14.50252229;1.735;12.23406015;32.20336692;20;0.379900033;17.6;AC;;
1PO;29831-17;AC12;15.47866004;1.78;11.09245206;29.19834455;20;0.379900033;17.6;AC;;
1PO;29832-17;AC12;13.67919795;1.235;12.86605357;33.86694513;20;0.379900033;17.6;AC;;
1PO;29833-17;AC12;19.19981985;7.721;7.400563333;19.48029137;20;0.379900033;17.6;AC;;
1PO;29834-17;AC12;18.89612878;6.315;7.156881356;18.83885427;20;0.379900033;17.6;AC;;
1PO;29835-17;AC12;18.59253958;5.308;7.277119977;19.15535495;20;0.379900033;17.6;AC;;
1PO;29836-17;AC12;18.7978384;4.895;7.390139423;19.45285281;20;0.379900033;17.6;AC;;
1PO;29837-17;AC12;18.57905815;6.236;7.709841763;20.29439614;20;0.379900033;17.6;AC;;
1PO;29838-17;AC12;18.94901339;6.818;7.199921213;18.95214685;20;0.379900033;17.6;AC;;
1PO;29839-17;AC12;14.79658085;1.038;11.86371346;31.2285139;20;0.379900033;17.6;AC;;
1PO;29841-17;AC12;11.5761632;0.944;17.51386266;46.10124018;20;0.379900033;17.6;AC;;
1PO;29842-17;AC12;13.48686088;1.683;13.89462895;36.5744347;20;0.379900033;17.6;AC;;
1PO;29845-17;AC12;19.86100614;20.165;7.031685791;18.50930556;20;0.379900033;17.6;AC;;
1PO;29846-17;AC12;19.63031407;8.57;7.428045062;19.55263074;20;0.379900033;17.6;AC;;
1PO;29847-17;AC12;18.63353855;4.519;7.622318492;20.06401114;20;0.379900033;17.6;AC;;
1PO;29848-17;AC12;19.5769645;8.717;7.195246259;18.9398411;20;0.379900033;17.6;AC;;
1PO;29849-17;AC12;19.56247995;14.494;6.942225864;18.27382275;20;0.379900033;17.6;AC;;
1PO;29850-17;AC12;18.20852622;5.585;7.596693982;19.99656047;20;0.379900033;17.6;AC;;
1PO;29851-17;AC12;18.31568224;2.162;7.795747424;20.52052316;20;0.379900033;17.6;AC;;
1PO;29852-17;AC12;16.11785489;1.156;9.035065895;23.78274576;20;0.379900033;17.6;AC;;
1PO;29854-17;AC12;18.63986341;3.1;7.332267772;19.30051892;20;0.379900033;17.6;AC;;
1PO;29855-17;AC12;17.15829829;1.401;7.808453417;20.55396878;20;0.379900033;17.6;AC;;
1PO;29856-17;AC12;18.35998847;2.338;7.174481172;18.88518176;20;0.379900033;17.6;AC;;
1PO;29857-17;AC12;17.90637617;2.722;8.362115678;22.01135813;20;0.379900033;17.6;AC;;
1PO;29858-17;AC12;16.97261051;0.974;8.760941109;23.06117491;20;0.379900033;17.6;AC;;
1PO;29859-17;AC12;17.4825014;1.779;8.263293514;21.75123137;20;0.379900033;17.6;AC;;
1PO;29860-17;AC12;20.20378602;18.452;6.919979841;18.21526518;20;0.379900033;17.6;AC;;
1PO;29861-17;AC12;19.92521823;7.279;7.179031962;18.89716067;20;0.379900033;17.6;AC;;
1PO;29862-17;AC12;19.14864813;6.041;7.210743694;18.98063456;20;0.379900033;17.6;AC;;
1PO;29863-17;AC12;19.79375823;19.538;6.921769653;18.21997645;20;0.379900033;17.6;AC;;
1PO;29864-17;AC12;20.20532384;28.692;6.735522002;17.72972208;20;0.379900033;17.6;AC;;
1PO;29865-17;AC12;19.7795627;17.974;7.043675533;18.54086581;20;0.379900033;17.6;AC;;
1PO;29867-17;AC12;19.55802895;5.097;7.191636226;18.93033852;20;0.379900033;17.6;AC;;
1PO;29868-17;AC12;18.94103227;1.282;7.975218206;20.99293897;20;0.379900033;17.6;AC;;
1PO;29869-17;AC12;18.99223589;6.26;7.753253917;20.40866871;20;0.379900033;17.6;AC;;
1PO;29870-17;AC12;18.72778945;5.327;7.872105746;20.72151899;20;0.379900033;17.6;AC;;
1PO;29871-17;AC12;18.1804332;2.119;8.407084722;22.12972886;20;0.379900033;17.6;AC;;
1PO;29872-17;AC12;16.63460377;0.729;9.043698161;23.80546822;20;0.379900033;17.6;AC;;
1PO;29873-17;AC12;18.34060347;3.904;7.515087709;19.78175061;20;0.379900033;17.6;AC;;
1PO;29874-17;AC12;17.48234687;2.73;7.869686547;20.715151;20;0.379900033;17.6;AC;;
1PO;29875-17;AC12;17.44975782;1.753;9.29576355;24.46897274;20;0.379900033;17.6;AC;;
1PO;29876-17;AC12;17.34845329;0.722;9.327470131;24.55243307;20;0.379900033;17.6;AC;;
1PO;29877-17;AC12;16.89665106;2.99;9.351110082;24.61465984;20;0.379900033;17.6;AC;;
1PO;29894-17;AC12;11.65543568;0.086;16.0402619;42.222323;20;0.379900033;17.6;AC;;
3PO;25196-18;AC12;19.13398495;2.884;8.476679851;22.31292213;20;0.379900033;17.6;AC;;
3PO;25197-18;AC12;19.256441;2.797;8.40080784;22.1132064;20;0.379900033;17.6;AC;;
3PO;25198-18;AC12;19.40372135;6.678;7.237879228;19.05206265;20;0.379900033;17.6;AC;;
3PO;25199-18;AC12;19.28059543;4.135;8.359346946;22.00407008;20;0.379900033;17.6;AC;;
3PO;25200-18;AC12;19.46232246;4.404;7.956269927;20.94306196;20;0.379900033;17.6;AC;;
3PO;25201-18;AC12;19.30727548;2.581;7.739792992;20.37323591;20;0.379900033;17.6;AC;;
3PO;25202-18;AC12;19.67638797;5.238;7.795113227;20.51885378;20;0.379900033;17.6;AC;;
3PO;25203-18;AC12;18.96868144;4.909;7.60763614;20.0253632;20;0.379900033;17.6;AC;;
3PO;25205-18;AC12;19.57467863;6.975;8.051031976;21.19250139;20;0.379900033;17.6;AC;;
3PO;25204-18;AC12;19.97898713;7.895;7.52796087;19.81563627;20;0.379900033;17.6;AC;;
3PO;25206-18;AC12;18.69831767;3.298;8.436629271;22.20749813;20;0.379900033;17.6;AC;;
3PO;25207-18;AC12;19.55632977;5.835;7.640469035;20.11178829;20;0.379900033;17.6;AC;;
3PO;25208-18;AC12;19.59914431;5.891;7.540719936;19.84922159;20;0.379900033;17.6;AC;;
3PO;25209-18;AC12;18.93310692;4.035;7.521341947;19.79821347;20;0.379900033;17.6;AC;;
3PO;25210-18;AC12;19.28044154;3.939;7.716221654;20.31118975;20;0.379900033;17.6;AC;;
3PO;25211-18;AC12;19.81975045;5.056;7.168016402;18.86816473;20;0.379900033;17.6;AC;;
3PO;25212-18;AC12;19.14973682;5.008;7.713205345;20.30325;20;0.379900033;17.6;AC;;
3PO;25214-18;AC12;17.60299625;2.184;9.107178874;23.97256669;20;0.379900033;17.6;AC;;
3PO;25215-18;AC12;16.69956584;1.75;10.24308502;26.96257996;20;0.379900033;17.6;AC;;
3PO;25216-18;AC12;16.00070842;0.332;10.72753565;28.23778552;20;0.379900033;17.6;AC;;
3PO;25217-18;AC12;15.25037662;0.195;11.93335918;31.41184035;20;0.379900033;17.6;AC;;
3PO;25222-18;AC12;18.41114967;2.532;8.356305585;21.99606439;20;0.379900033;17.6;AC;;
3PO;25224-18;AC12;19.09696217;3.733;8.048061875;21.18468328;20;0.379900033;17.6;AC;;
3PO;25225-18;AC12;19.13194088;5.534;8.217553671;21.63083169;20;0.379900033;17.6;AC;;
3PO;25226-18;AC12;19.25866421;5.577;8.003997625;21.06869421;20;0.379900033;17.6;AC;;
3PO;25227-18;AC12;19.53824464;8.825;7.335753169;19.30969343;20;0.379900033;17.6;AC;;
3PO;25228-18;AC12;18.99296744;5.327;8.044174509;21.17445068;20;0.379900033;17.6;AC;;
3PO;25229-18;AC12;18.7639812;5.325;7.757634896;20.42020064;20;0.379900033;17.6;AC;;
3PO;25230-18;AC12;18.93652766;5.595;7.922092866;20.85309866;20;0.379900033;17.6;AC;;
3PO;25231-18;AC12;18.99329976;5.395;8.134329368;21.41176274;20;0.379900033;17.6;AC;;
3PO;25232-18;AC12;18.72506684;5.549;7.472385845;19.66934772;20;0.379900033;17.6;AC;;
3PO;25233-18;AC12;17.75717015;2.194;8.547227566;22.49862286;20;0.379900033;17.6;AC;;
3PO;25234-18;AC12;18.04334905;1.953;8.74072773;23.00796781;20;0.379900033;17.6;AC;;
3PO;25235-18;AC12;18.61095421;2.863;8.74316003;23.01437029;20;0.379900033;17.6;AC;;
3PO;25236-18;AC12;18.69055033;2.776;8.851684396;23.30003588;20;0.379900033;17.6;AC;;
3PO;25237-18;AC12;18.11871246;2.76;8.129951528;21.40023907;20;0.379900033;17.6;AC;;
3PO;25238-18;AC12;16.43771887;1.018;9.241433805;24.32596211;20;0.379900033;17.6;AC;;
3PO;25243-18;AC12;17.34808917;2.699;9.116679456;23.9975748;20;0.379900033;17.6;AC;;
3PO;25244-18;AC12;18.52776673;4.212;8.818446824;23.21254556;20;0.379900033;17.6;AC;;
3PO;25245-18;AC12;18.54528832;4.286;8.336187411;21.94310789;20;0.379900033;17.6;AC;;
3PO;25247-18;AC12;18.85347044;6.198;8.004089084;21.06893496;20;0.379900033;17.6;AC;;
3PO;25246-18;AC12;18.81450981;6.023;8.372576004;22.03889255;20;0.379900033;17.6;AC;;
3PO;25248-18;AC12;19.34408444;9.363;7.828964393;20.60795924;20;0.379900033;17.6;AC;;
3PO;25249-18;AC12;19.35613772;9.47;7.569763611;19.92567243;20;0.379900033;17.6;AC;;
3PO;25250-18;AC12;19.37652275;9.214;8.081480097;21.27264911;20;0.379900033;17.6;AC;;
3PO;25251-18;AC12;18.66239175;6.156;7.675216984;20.20325433;20;0.379900033;17.6;AC;;
3PO;25252-18;AC12;18.9572831;6.624;7.815301384;20.57199449;20;0.379900033;17.6;AC;;
3PO;25253-18;AC12;19.04201503;9.032;7.30204918;19.22097538;20;0.379900033;17.6;AC;;
3PO;25254-18;AC12;19.53344407;9.874;7.686571042;20.23314129;20;0.379900033;17.6;AC;;
3PO;25255-18;AC12;19.50505564;9.912;7.795197219;20.51907487;20;0.379900033;17.6;AC;;
3PO;25256-18;AC12;18.6950405;6.538;7.421066693;19.53426178;20;0.379900033;17.6;AC;;
3PO;25257-18;AC12;18.53559785;4.42;8.563602483;22.54172609;20;0.379900033;17.6;AC;;
3PO;25258-18;AC12;18.88147558;4.985;8.305505143;21.86234384;20;0.379900033;17.6;AC;;
3PO;25259-18;AC12;17.07803563;1.638;9.012882708;23.72435359;20;0.379900033;17.6;AC;;
3PO;25260-18;AC12;17.29022262;1.625;9.257024211;24.36700029;20;0.379900033;17.6;AC;;
3PO;25261-18;AC12;16.11599908;1.308;11.43312763;30.09509513;20;0.379900033;17.6;AC;;
3PO;25262-18;AC12;16.15242435;0.271;10.4705435;27.56131244;20;0.379900033;17.6;AC;;
3PO;25263-18;AC12;13.9428565;0.377;13.98196807;36.80433499;20;0.379900033;17.6;AC;;
3PO;25265-18;AC12;19.35704553;6.787;7.009345749;18.4505005;20;0.379900033;17.6;AC;;
3PO;25266-18;AC12;18.94501088;5.459;8.031763232;21.14178083;20;0.379900033;17.6;AC;;
3PO;25267-18;AC12;18.79198651;5.478;8.055388335;21.20396851;20;0.379900033;17.6;AC;;
3PO;25268-18;AC12;19.31975381;6.412;7.925320919;20.86159577;20;0.379900033;17.6;AC;;
3PO;25269-18;AC12;19.31538343;6.352;8.464801075;22.28165396;20;0.379900033;17.6;AC;;
3PO;25270-18;AC12;18.16941175;4.688;7.875283301;20.72988318;20;0.379900033;17.6;AC;;
3PO;25271-18;AC12;18.57644138;4.556;8.803390482;23.17291319;20;0.379900033;17.6;AC;;
3PO;25272-18;AC12;18.54821741;4.563;8.374584943;22.04418062;20;0.379900033;17.6;AC;;
3PO;25273-18;AC12;18.62483159;4.954;7.817737744;20.57840765;20;0.379900033;17.6;AC;;
3PO;25274-18;AC12;18.85805182;3.476;8.232531142;21.67025646;20;0.379900033;17.6;AC;;
3PO;25275-18;AC12;18.47058177;3.61;8.125083498;21.3874251;20;0.379900033;17.6;AC;;
3PO;25276-18;AC12;18.85505544;5.629;7.359582138;19.37241774;20;0.379900033;17.6;AC;;
3PO;25277-18;AC12;15.04349458;0.166;12.23954754;32.21781121;20;0.379900033;17.6;AC;;
3PO;25278-18;AC12;19.42271054;10.558;7.728701756;20.34404076;20;0.379900033;17.6;AC;;
3PO;25279-18;AC12;19.23211413;11.338;7.750484838;20.40137975;20;0.379900033;17.6;AC;;
3PO;25280-18;AC12;19.26517165;10.236;7.953074688;20.93465122;20;0.379900033;17.6;AC;;
3PO;25281-18;AC12;19.61772588;10.708;7.508312659;19.76391684;20;0.379900033;17.6;AC;;
3PO;25282-18;AC12;19.50265405;11.086;7.193510496;18.9352721;20;0.379900033;17.6;AC;;
3PO;25283-18;AC12;19.06581449;7.404;8.209639568;21.60999962;20;0.379900033;17.6;AC;;
3PO;25284-18;AC12;19.10016557;7.985;8.253326097;21.72499442;20;0.379900033;17.6;AC;;
3PO;25285-18;AC12;8.621342249;0.053;31.77221761;83.63310044;20;0.379900033;17.6;AC;;
3PO;25286-18;AC12;18.7977156;9.752;8.844683125;23.28160663;20;0.379900033;17.6;AC;;
3PO;25287-18;AC12;18.62370289;9.953;8.54174718;22.484197;20;0.379900033;17.6;AC;;
3PO;25288-18;AC12;18.64554811;4.147;7.881636318;20.74660604;20;0.379900033;17.6;AC;;
3PO;25289-18;AC12;18.59801594;5.616;8.147614856;21.44673374;20;0.379900033;17.6;AC;;
3PO;25290-18;AC12;18.59585456;5.274;8.435157833;22.20362491;20;0.379900033;17.6;AC;;
3PO;25291-18;AC12;18.27111763;3.175;7.908427806;20.81712851;20;0.379900033;17.6;AC;;
3PO;25292-18;AC12;11.60975523;0.036;17.76971259;46.77470664;20;0.379900033;17.6;AC;;
3PO;25296-18;AC12;18.0783156;1.712;8.424511147;22.17559994;20;0.379900033;17.6;AC;;
3PO;25297-18;AC12;18.35400766;1.682;8.815240803;23.20410645;20;0.379900033;17.6;AC;;
3PO;25298-18;AC12;18.82895926;1.657;8.434217279;22.20114911;20;0.379900033;17.6;AC;;
3PO;25299-18;AC12;18.80667199;2.452;8.519215711;22.42488806;20;0.379900033;17.6;AC;;
3PO;25301-18;AC12;18.95298096;4.137;7.736614059;20.36486809;20;0.379900033;17.6;AC;;
3PO;25303-18;AC12;17.93080752;1.602;8.961139998;23.58815273;20;0.379900033;17.6;AC;;
3PO;25302-18;AC12;17.43580694;0.814;9.476153746;24.9438087;20;0.379900033;17.6;AC;;
3PO;25304-18;AC12;16.56166731;0.65;9.053146353;23.83033843;20;0.379900033;17.6;AC;;
3PO;25305-18;AC12;18.17688104;1.52;8.681909577;22.85314247;20;0.379900033;17.6;AC;;
3PO;25306-18;AC12;18.45487292;1.648;8.738429691;23.00191875;20;0.379900033;17.6;AC;;
3PO;25307-18;AC12;17.95166826;1.7;8.382693108;22.06552351;20;0.379900033;17.6;AC;;
3PO;25308-18;AC12;18.27379695;1.965;8.621242989;22.69345155;20;0.379900033;17.6;AC;;
3PO;25309-18;AC12;18.36204669;2.075;8.493947918;22.35837637;20;0.379900033;17.6;AC;;
3PO;25310-18;AC12;16.69512805;0.652;9.209833677;24.24278199;20;0.379900033;17.6;AC;;
3PO;25311-18;AC12;16.63201001;0.707;9.31104966;24.50920993;20;0.379900033;17.6;AC;;
3PO;25312-18;AC12;17.46003746;1.391;8.556957045;22.52423349;20;0.379900033;17.6;AC;;
3PO;25313-18;AC12;17.15620485;2.163;8.900187364;23.42770885;20;0.379900033;17.6;AC;;
3PO;25314-18;AC12;18.27980744;3.364;8.558306969;22.52778686;20;0.379900033;17.6;AC;;
3PO;25315-18;AC12;19.19311601;5.274;7.879102351;20.73993595;20;0.379900033;17.6;AC;;
3PO;25316-18;AC12;19.31705352;7.596;7.919512122;20.84630544;20;0.379900033;17.6;AC;;
3PO;25317-18;AC12;18.79685699;5.112;7.665072119;20.17655029;20;0.379900033;17.6;AC;;
3PO;25318-18;AC12;18.72239777;3.67;8.307635562;21.86795168;20;0.379900033;17.6;AC;;
3PO;25319-18;AC12;18.84650724;3.441;8.266434844;21.7595002;20;0.379900033;17.6;AC;;
3PO;25320-18;AC12;16.87553327;1.097;8.899982945;23.42717076;20;0.379900033;17.6;AC;;
3PO;25321-18;AC12;17.32309625;1.063;9.218820738;24.26643838;20;0.379900033;17.6;AC;;
3PO;25322-18;AC12;18.77636483;3.677;7.764346227;20.43786669;20;0.379900033;17.6;AC;;
3PO;25323-18;AC12;18.67510801;4.444;8.233528258;21.67288114;20;0.379900033;17.6;AC;;
3PO;25324-18;AC12;17.67542194;1.776;8.54974493;22.50524925;20;0.379900033;17.6;AC;;
3PO;25326-18;AC12;18.59793243;3.505;8.272724215;21.77605554;20;0.379900033;17.6;AC;;
3PO;25325-18;AC12;18.64375221;3.558;8.174748141;21.51815592;20;0.379900033;17.6;AC;;
3PO;25327-18;AC12;18.05706873;1.83;8.313146818;21.8824588;20;0.379900033;17.6;AC;;
3PO;25329-18;AC12;17.27924383;0.965;8.976366515;23.62823305;20;0.379900033;17.6;AC;;
3PO;25328-18;AC12;17.2405541;0.922;9.112066423;23.98543204;20;0.379900033;17.6;AC;;
3PO;25330-18;AC12;16.92075467;1.054;8.980318006;23.63863445;20;0.379900033;17.6;AC;;
3PO;25331-18;AC12;11.22698743;0.077;20.22028807;53.22528644;20;0.379900033;17.6;AC;;
3PO;25332-18;AC12;17.65909974;1.362;8.406708911;22.12873962;20;0.379900033;17.6;AC;;
3PO;25333-18;AC12;17.72250589;1.791;8.814319453;23.2016812;20;0.379900033;17.6;AC;;
3PO;25334-18;AC12;17.74102243;1.64;9.204085011;24.22764994;20;0.379900033;17.6;AC;;
3PO;25335-18;AC12;18.05459761;2.828;8.035184115;21.15078552;20;0.379900033;17.6;AC;;
3PO;25337-18;AC12;18.19726534;3.894;8.644071879;22.75354338;20;0.379900033;17.6;AC;;
3PO;25336-18;AC12;18.51966239;3.993;8.535864076;22.46871107;20;0.379900033;17.6;AC;;
3PO;25338-18;AC12;15.77526627;0.588;11.21851982;29.53018912;20;0.379900033;17.6;AC;;
3PO;25339-18;AC12;13.95743018;0.17;13.01917532;34.27000313;20;0.379900033;17.6;AC;;
3PO;25423-18;AC12;16.90973632;1.015;9.813234126;25.83109575;20;0.379900033;17.6;AC;;
3PO;25341-18;AC12;16.39969511;1.645;9.150009001;24.08530721;20;0.379900033;17.6;AC;;
3PO;25342-18;AC12;18.01847946;3.304;8.923085513;23.487983;20;0.379900033;17.6;AC;;
3PO;25344-18;AC12;17.1680369;1.606;8.943872466;23.5426999;20;0.379900033;17.6;AC;;
3PO;25345-18;AC12;17.94495804;2.317;8.931227819;23.50941575;20;0.379900033;17.6;AC;;
3PO;25346-18;AC12;17.57669945;2.297;9.197050303;24.20913268;20;0.379900033;17.6;AC;;
3PO;25347-18;AC12;17.59363018;3.226;8.614493919;22.67568616;20;0.379900033;17.6;AC;;
3PO;25348-18;AC12;18.08331473;3.161;9.134175774;24.04362986;20;0.379900033;17.6;AC;;
3PO;25349-18;AC12;17.83359802;3.303;8.769685344;23.08419211;20;0.379900033;17.6;AC;;
3PO;25350-18;AC12;18.2169155;3.846;8.758800746;23.0555409;20;0.379900033;17.6;AC;;
3PO;25351-18;AC12;18.05182455;4.45;9.094150247;23.9382718;20;0.379900033;17.6;AC;;
3PO;25352-18;AC12;17.49825029;3.087;8.648787167;22.7659553;20;0.379900033;17.6;AC;;
3PO;25353-18;AC12;17.78493166;3.28;9.070300308;23.87549229;20;0.379900033;17.6;AC;;
3PO;25354-18;AC12;17.93114343;3.092;9.337250187;24.57817683;20;0.379900033;17.6;AC;;
3PO;25355-18;AC12;18.23693368;5.882;8.118370473;21.36975459;20;0.379900033;17.6;AC;;
3PO;25358-18;AC12;20.66806082;4.192;6.989093411;18.39719085;20;0.379900033;17.6;AC;;
3PO;25360-18;AC12;17.80261279;3.792;8.923805558;23.48987835;20;0.379900033;17.6;AC;;
3PO;25361-18;AC12;17.36366532;3.664;9.319786076;24.53220655;20;0.379900033;17.6;AC;;
3PO;25362-18;AC12;17.85650385;2.806;8.20974791;21.61028481;20;0.379900033;17.6;AC;;
3PO;25363-18;AC12;18.63926565;5.58;8.449600079;22.24164082;20;0.379900033;17.6;AC;;
3PO;25364-18;AC12;18.76008883;5.28;8.130137172;21.40072774;20;0.379900033;17.6;AC;;
3PO;25365-18;AC12;19.63000782;6.391;7.224717873;19.01741839;20;0.379900033;17.6;AC;;
3PO;25366-18;AC12;20.22128142;6.512;7.356577571;19.36450891;20;0.379900033;17.6;AC;;
3PO;25367-18;AC12;20.12529672;6.434;7.276421537;19.15351647;20;0.379900033;17.6;AC;;
3PO;25370-18;AC12;18.85660906;8.165;7.950044761;20.92667563;20;0.379900033;17.6;AC;;
3PO;25371-18;AC12;19.30346846;9.574;7.717025363;20.31330533;20;0.379900033;17.6;AC;;
3PO;25372-18;AC12;19.41496603;11.062;7.348688973;19.34374398;20;0.379900033;17.6;AC;;
3PO;25374-18;AC12;18.35497356;6.815;8.562251414;22.53816971;20;0.379900033;17.6;AC;;
3PO;25373-18;AC12;18.12218856;6.884;8.302174248;21.85357602;20;0.379900033;17.6;AC;;
3PO;25375-18;AC12;18.00333563;2.869;8.351937935;21.98456755;20;0.379900033;17.6;AC;;
3PO;25376-18;AC12;18.10107885;3.042;8.31269187;21.88126125;20;0.379900033;17.6;AC;;
3PO;25377-18;AC12;18.17760079;2.999;8.852616146;23.30248849;20;0.379900033;17.6;AC;;
3PO;25378-18;AC12;17.25416702;2.379;8.41841107;22.15954288;20;0.379900033;17.6;AC;;
3PO;25379-18;AC12;16.84660318;1.008;9.33147109;24.56296468;20;0.379900033;17.6;AC;;
3PO;25380-18;AC12;17.38405362;1.979;9.24302257;24.33014417;20;0.379900033;17.6;AC;;
3PO;25381-18;AC12;17.85633459;2.313;9.479101173;24.95156713;20;0.379900033;17.6;AC;;
3PO;25382-18;AC12;17.50112253;2.296;9.516697728;25.05053146;20;0.379900033;17.6;AC;;
3PO;25383-18;AC12;17.36134411;3.651;8.994865919;23.67692851;20;0.379900033;17.6;AC;;
3PO;25384-18;AC12;16.55955432;3.183;10.55148591;27.77437481;20;0.379900033;17.6;AC;;
3PO;25385-18;AC12;16.80286738;3.193;10.12812204;26.6599662;20;0.379900033;17.6;AC;;
3PO;25386-18;AC12;17.06592564;3.233;9.727083065;25.60432278;20;0.379900033;17.6;AC;;
3PO;25387-18;AC12;17.01654323;2.495;10.00294017;26.33045354;20;0.379900033;17.6;AC;;
3PO;25388-18;AC12;16.53509944;2.506;10.14116324;26.69429418;20;0.379900033;17.6;AC;;
3PO;25389-18;AC12;16.74193052;2.914;9.453957392;24.88538187;20;0.379900033;17.6;AC;;
3PO;25390-18;AC12;16.69003563;3.185;10.19650805;26.83997675;20;0.379900033;17.6;AC;;
3PO;25391-18;AC12;16.79409749;2.744;10.28517668;27.07337664;20;0.379900033;17.6;AC;;
3PO;25392-18;AC12;16.82002311;2.625;9.946805017;26.18269059;20;0.379900033;17.6;AC;;
3PO;25393-18;AC12;16.8290167;2.744;9.999065001;26.32025305;20;0.379900033;17.6;AC;;
3PO;25394-18;AC12;17.8834392;2.66;8.321865975;21.90540999;20;0.379900033;17.6;AC;;
3PO;25395-18;AC12;17.46521104;3.157;9.400856715;24.74560648;20;0.379900033;17.6;AC;;
3PO;25396-18;AC12;17.40950263;2.852;9.458297933;24.89680735;20;0.379900033;17.6;AC;;
3PO;25397-18;AC12;16.40205616;1.747;9.343947817;24.59580681;20;0.379900033;17.6;AC;;
3PO;25398-18;AC12;17.16844451;2.867;9.017762287;23.73719796;20;0.379900033;17.6;AC;;
3PO;25399-18;AC12;17.30832385;3.019;9.140412361;24.06004624;20;0.379900033;17.6;AC;;
3PO;25400-18;AC12;17.77828318;4.098;8.243182648;21.69829411;20;0.379900033;17.6;AC;;
3PO;25401-18;AC12;17.85966091;4.385;8.994733149;23.67657902;20;0.379900033;17.6;AC;;
3PO;25402-18;AC12;17.22631105;4.324;9.16325639;24.12017793;20;0.379900033;17.6;AC;;
3PO;25403-18;AC12;17.24131533;3.1;9.978887943;26.26714156;20;0.379900033;17.6;AC;;
3PO;25404-18;AC12;17.32390751;3.292;9.286990052;24.44587851;20;0.379900033;17.6;AC;;
3PO;25405-18;AC12;17.04961866;3.522;8.954345842;23.57026867;20;0.379900033;17.6;AC;;
3PO;25406-18;AC12;16.86305762;2.614;9.790436948;25.77108739;20;0.379900033;17.6;AC;;
3PO;25407-18;AC12;17.13199901;2.571;9.649032373;25.39887217;20;0.379900033;17.6;AC;;
3PO;25408-18;AC12;16.96166275;0.933;9.324370942;24.54427516;20;0.379900033;17.6;AC;;
3PO;25409-18;AC12;16.50937598;2.243;9.928681282;26.134984;20;0.379900033;17.6;AC;;
