Wells;SampleID;Zones;Porosity;Permeability_Kl;Rt_Sw100;FF;Temp;Rw;Salinity;Condition;Rock Pressure;Pore Pressure
3PO;24928-18;AC9;20.93271692;11.917;7.087401129;19.04517733;20;0.372136263;18;AC;;
3PO;24932-18;AC9;9.490865185;0.07;25.27016064;67.90566552;20;0.372136263;18;AC;;
3PO;24933-18;AC9;10.11580381;0.071;23.96476115;64.39781204;20;0.372136263;18;AC;;
3PO;24934-18;AC9;8.177677452;0.091;33.47917778;89.96483564;20;0.372136263;18;AC;;
3PO;24935-18;AC9;22.14575212;74.704;5.358257481;14.39864374;20;0.372136263;18;AC;;
3PO;24936-18;AC9;21.62052285;56.453;5.635634059;15.14400668;20;0.372136263;18;AC;;
3PO;24938-18;AC9;20.87977689;29.783;6.767225096;18.18480422;20;0.372136263;18;AC;;
3PO;24939-18;AC9;21.02335622;41.614;6.332001818;17.01527757;20;0.372136263;18;AC;;
3PO;24940-18;AC9;21.40011132;45.292;6.001877999;16.1281729;20;0.372136263;18;AC;;
3PO;24941-18;AC9;19.67530119;13.544;7.394226786;19.86967547;20;0.372136263;18;AC;;
3PO;24942-18;AC9;19.94454559;12.79;7.54554985;20.27630895;20;0.372136263;18;AC;;
3PO;24943-18;AC9;8.602493685;0.059;32.63548675;87.69767946;20;0.372136263;18;AC;;
3PO;24944-18;AC9;14.82808674;2.525;12.0810401;32.46402269;20;0.372136263;18;AC;;
3PO;24945-18;AC9;14.3293595;1.726;12.3699325;33.2403308;20;0.372136263;18;AC;;
3PO;24946-18;AC9;14.95116488;2.411;12.23091204;32.86675672;20;0.372136263;18;AC;;
3PO;24947-18;AC9;17.98309635;8.158;9.031878071;24.2703519;20;0.372136263;18;AC;;
3PO;24948-18;AC9;16.37485924;0.172;10.01802764;26.92032092;20;0.372136263;18;AC;;
3PO;24949-18;AC9;16.34465341;0.175;10.12757136;27.21468545;20;0.372136263;18;AC;;
3PO;24950-18;AC9;16.24032557;0.138;10.44565099;28.06942515;20;0.372136263;18;AC;;
3PO;24951-18;AC9;13.8414205;0.814;13.88699964;37.31697499;20;0.372136263;18;AC;;
3PO;24952-18;AC9;17.53034311;0.662;9.198219952;24.71734377;20;0.372136263;18;AC;;
3PO;24953-18;AC9;15.6793889;0.457;9.771397371;26.25757909;20;0.372136263;18;AC;;
3PO;24954-18;AC9;13.36572748;0.398;14.88016134;39.98578692;20;0.372136263;18;AC;;
3PO;24955-18;AC9;17.46935022;0.697;9.700162819;26.06615848;20;0.372136263;18;AC;;
3PO;24956-18;AC9;16.08893431;0.872;10.9054275;29.30493093;20;0.372136263;18;AC;;
3PO;24957-18;AC9;16.74475356;0.414;10.03658624;26.97019137;20;0.372136263;18;AC;;
3PO;24958-18;AC9;12.07115222;0.071;16.00910882;43.01948074;20;0.372136263;18;AC;;
3PO;24959-18;AC9;14.81713974;0.394;12.85209044;34.5359797;20;0.372136263;18;AC;;
3PO;24960-18;AC9;18.26960271;1.059;8.881335057;23.86581456;20;0.372136263;18;AC;;
3PO;24961-18;AC9;18.93105399;0.933;7.896957792;21.22060806;20;0.372136263;18;AC;;
3PO;24963-18;AC9;19.63028049;6.504;7.257969304;19.50352604;20;0.372136263;18;AC;;
3PO;24966-18;AC9;14.92515583;0.192;11.62360254;31.2348021;20;0.372136263;18;AC;;
3PO;24968-18;AC9;23.14482069;117.38;5.387314508;14.47672543;20;0.372136263;18;AC;;
3PO;24969-18;AC9;23.49020871;140.641;5.054222509;13.5816447;20;0.372136263;18;AC;;
3PO;24972-18;AC9;22.93272264;135.337;5.645326587;15.17005232;20;0.372136263;18;AC;;
3PO;24973-18;AC9;22.9675068;132.502;5.363589497;14.41297187;20;0.372136263;18;AC;;
3PO;24974-18;AC9;23.06306256;142.794;5.242781141;14.08833714;20;0.372136263;18;AC;;
3PO;24975-18;AC9;19.8412045;3.135;7.74884026;20.82258844;20;0.372136263;18;AC;;
3PO;24976-18;AC9;11.88095259;0.054;15.73423835;42.28085218;20;0.372136263;18;AC;;
3PO;24982-18;AC9;19.97193944;2.975;7.56729829;20.33475109;20;0.372136263;18;AC;;
3PO;24985-18;AC9;12.1252096;0.012;15.03177112;40.39319088;20;0.372136263;18;AC;;
3PO;24986-18;AC9;12.0463657;0.014;15.20457171;40.8575385;20;0.372136263;18;AC;;
3PO;24987-18;AC9;12.9210773;0.022;13.14593517;35.32559564;20;0.372136263;18;AC;;
3PO;24988-18;AC9;22.06317284;24.763;6.065760566;16.29983735;20;0.372136263;18;AC;;
3PO;24989-18;AC9;17.43989763;0.434;9.766286934;26.24384639;20;0.372136263;18;AC;;
3PO;24990-18;AC9;18.69785129;3.158;8.473128342;22.76888649;20;0.372136263;18;AC;;
3PO;24991-18;AC9;12.31165063;0.417;18.48920965;49.68397725;20;0.372136263;18;AC;;
3PO;24992-18;AC9;21.3850618;14.674;6.687342811;17.97014553;20;0.372136263;18;AC;;
3PO;24993-18;AC9;19.43306225;1.943;7.704453643;20.70331327;20;0.372136263;18;AC;;
3PO;24994-18;AC9;22.242813;33.041;6.021696263;16.18142829;20;0.372136263;18;AC;;
3PO;24995-18;AC9;20.61455085;13.471;7.081792247;19.03010521;20;0.372136263;18;AC;;
3PO;24996-18;AC9;12.16048007;0.017;15.34604268;41.23769756;20;0.372136263;18;AC;;
3PO;24997-18;AC9;20.13690501;6.58;7.537178984;20.25381486;20;0.372136263;18;AC;;
3PO;24998-18;AC9;13.11065902;0.045;12.84228282;34.50962478;20;0.372136263;18;AC;;
3PO;24999-18;AC9;19.92276849;13.785;7.151060541;19.21624212;20;0.372136263;18;AC;;
3PO;25000-18;AC9;18.97505991;1.742;7.864409353;21.13314429;20;0.372136263;18;AC;;
3PO;25001-18;AC9;23.08492734;58.864;5.549933714;14.91371376;20;0.372136263;18;AC;;
3PO;25002-18;AC9;21.58598008;15.699;6.217884643;16.7086233;20;0.372136263;18;AC;;
3PO;25003-18;AC9;15.4931487;0.084;11.71104355;31.46977251;20;0.372136263;18;AC;;
3PO;25004-18;AC9;14.06305826;0.061;12.69008656;34.10064487;20;0.372136263;18;AC;;
3PO;25005-18;AC9;12.58621314;0.013;15.36463361;41.28765487;20;0.372136263;18;AC;;
3PO;25006-18;AC9;13.85712637;0.047;12.64423835;33.9774421;20;0.372136263;18;AC;;
3PO;25007-18;AC9;12.38748214;0.011;14.89736893;40.03202695;20;0.372136263;18;AC;;
3PO;25008-18;AC9;12.16373782;0.016;15.25333281;40.98856872;20;0.372136263;18;AC;;
3PO;25009-18;AC9;12.54675483;0.014;14.67614271;39.43755057;20;0.372136263;18;AC;;
3PO;25010-18;AC9;12.42555947;0.015;14.29871504;38.42333157;20;0.372136263;18;AC;;
3PO;25011-18;AC9;12.94235095;0.022;12.64839273;33.9886057;20;0.372136263;18;AC;;
3PO;25012-18;AC9;12.13198453;0.015;16.4221886;44.12950366;20;0.372136263;18;AC;;
3PO;25013-18;AC9;12.03385542;0.023;14.41988401;38.74893534;20;0.372136263;18;AC;;
3PO;25014-18;AC9;11.83506737;0.019;15.48792567;41.61896378;20;0.372136263;18;AC;;
3PO;25016-18;AC9;17.61433212;1.962;10.41686498;27.99207172;20;0.372136263;18;AC;;
3PO;25017-18;AC9;10.06770394;0.083;26.34119077;70.78372454;20;0.372136263;18;AC;;
3PO;25019-18;AC9;11.12294774;0.011;19.51242205;52.43354106;20;0.372136263;18;AC;;
3PO;25020-18;AC9;6.786621983;0.096;41.94278586;112.7081394;20;0.372136263;18;AC;;
3PO;25021-18;AC9;11.15730307;0.02;19.32582467;51.93211885;20;0.372136263;18;AC;;
3PO;25025-18;AC9;17.41733675;0.838;8.623564259;23.17313604;20;0.372136263;18;AC;;
8PO;24354-18;AC9;12.8287346;0.084;14.40833398;37.92664579;20;0.379900033;17.6;AC;;
8PO;24355-18;AC9;12.84151782;0.075;14.64529156;38.55038244;20;0.379900033;17.6;AC;;
8PO;24356-18;AC9;12.95022554;0.081;14.18652737;37.34279057;20;0.379900033;17.6;AC;;
8PO;24357-18;AC9;11.72383271;0.101;17.59238894;46.30794265;20;0.379900033;17.6;AC;;
8PO;24362-18;AC9;22.78085068;235.568;5.856116351;15.41488772;20;0.379900033;17.6;AC;;
8PO;24363-18;AC9;22.99338932;247.89;5.665457808;14.91302268;20;0.379900033;17.6;AC;;
8PO;24364-18;AC9;23.40820799;354.976;5.452670733;14.35290934;20;0.379900033;17.6;AC;;
8PO;24366-18;AC9;22.951715;229.494;6.137829734;16.1564338;20;0.379900033;17.6;AC;;
8PO;24365-18;AC9;23.22268972;226.43;5.588808185;14.71126007;20;0.379900033;17.6;AC;;
8PO;24367-18;AC9;24.3788315;271.709;5.634089741;14.83045342;20;0.379900033;17.6;AC;;
8PO;24368-18;AC9;23.57395255;273.449;5.537968466;14.57743613;20;0.379900033;17.6;AC;;
8PO;24369-18;AC9;23.79319063;273.714;5.59951827;14.73945192;20;0.379900033;17.6;AC;;
8PO;24370-18;AC9;23.13996603;264.08;5.361811085;14.11374209;20;0.379900033;17.6;AC;;
8PO;24371-18;AC9;23.68040975;294.904;5.35503097;14.09589499;20;0.379900033;17.6;AC;;
8PO;24372-18;AC9;23.64710283;302.837;5.498520758;14.47359906;20;0.379900033;17.6;AC;;
8PO;24374-18;AC9;23.82138376;392.129;5.266976748;13.86411238;20;0.379900033;17.6;AC;;
8PO;24373-18;AC9;23.91037824;398.161;5.216265608;13.73062689;20;0.379900033;17.6;AC;;
8PO;24375-18;AC9;12.25695154;0.057;16.02730293;42.18821149;20;0.379900033;17.6;AC;;
8PO;24376-18;AC9;22.06658981;85.151;6.322681565;16.643014;20;0.379900033;17.6;AC;;
8PO;24378-18;AC9;23.20590177;294.596;5.767749368;15.18228183;20;0.379900033;17.6;AC;;
8PO;24377-18;AC9;23.17575295;271.509;5.609335599;14.76529379;20;0.379900033;17.6;AC;;
8PO;24379-18;AC9;24.54484605;966.455;4.674452668;12.30442817;20;0.379900033;17.6;AC;;
8PO;24380-18;AC9;25.14574803;1110.106;4.594171439;12.09310619;20;0.379900033;17.6;AC;;
8PO;24381-18;AC9;25.44663162;1051.363;4.579610889;12.05477887;20;0.379900033;17.6;AC;;
8PO;24382-18;AC9;23.6715939;610.955;5.20871078;13.71074053;20;0.379900033;17.6;AC;;
8PO;24383-18;AC9;24.86774409;929.638;4.664898517;12.27927905;20;0.379900033;17.6;AC;;
8PO;24384-18;AC9;24.53428251;829.158;4.980849912;13.11094888;20;0.379900033;17.6;AC;;
8PO;24385-18;AC9;25.24755703;1059.514;4.585157749;12.06937971;20;0.379900033;17.6;AC;;
8PO;24386-18;AC9;23.83068869;429.136;5.568951021;14.65899062;20;0.379900033;17.6;AC;;
8PO;24390-18;AC9;17.10643739;0.375;8.986993482;23.65620612;20;0.379900033;17.6;AC;;
8PO;24391-18;AC9;22.37510997;31.175;6.300958318;16.58583251;20;0.379900033;17.6;AC;;
8PO;24392-18;AC9;22.43080561;37.424;6.000423494;15.79474329;20;0.379900033;17.6;AC;;
8PO;24393-18;AC9;22.78159608;55.661;5.85691114;15.41697982;20;0.379900033;17.6;AC;;
8PO;24394-18;AC9;22.163728;59.744;5.908057977;15.55161217;20;0.379900033;17.6;AC;;
8PO;24396-18;AC9;20.84642754;17.913;6.690608816;17.61149838;20;0.379900033;17.6;AC;;
8PO;24397-18;AC9;20.21878828;5.836;7.662088616;20.1686969;20;0.379900033;17.6;AC;;
8PO;24399-18;AC9;16.41473278;0.169;9.371162302;24.66744272;20;0.379900033;17.6;AC;;
8PO;24401-18;AC9;15.09434695;0.082;11.72018924;30.8507192;20;0.379900033;17.6;AC;;
8PO;24404-18;AC9;12.20384742;0.179;15.75888958;41.48167468;20;0.379900033;17.6;AC;;
8PO;24405-18;AC9;9.346406051;0.153;26.68829022;70.25082365;20;0.379900033;17.6;AC;;
8PO;24409-18;AC9;12.69907146;0.161;15.19810011;40.0055246;20;0.379900033;17.6;AC;;
8PO;24411-18;AC9;12.67820894;0.029;13.19827951;34.74145398;20;0.379900033;17.6;AC;;
8PO;24412-18;AC9;19.3410545;5.531;7.881843052;20.74715022;20;0.379900033;17.6;AC;;
8PO;24414-18;AC9;20.04761571;3.623;7.133304666;18.77679402;20;0.379900033;17.6;AC;;
8PO;24413-18;AC9;19.90738349;3.274;7.110018321;18.71549804;20;0.379900033;17.6;AC;;
8PO;24417-18;AC9;13.44210216;0.128;14.11774539;37.16173773;20;0.379900033;17.6;AC;;
8PO;24418-18;AC9;11.78549797;0.105;17.84044161;46.96088461;20;0.379900033;17.6;AC;;
8PO;24419-18;AC9;17.18878913;0.579;9.362840821;24.64553832;20;0.379900033;17.6;AC;;
8PO;24424-18;AC9;20.16078529;9.659;6.932887132;18.24924067;20;0.379900033;17.6;AC;;
8PO;24425-18;AC9;20.40117603;9.559;6.704296905;17.64752915;20;0.379900033;17.6;AC;;
8PO;24427-18;AC9;20.841924;6.059;6.892481958;18.14288329;20;0.379900033;17.6;AC;;
8PO;24426-18;AC9;20.91996777;6.417;6.927567608;18.23523824;20;0.379900033;17.6;AC;;
8PO;24428-18;AC9;21.12427524;5.466;6.558710109;17.26430519;20;0.379900033;17.6;AC;;
8PO;24429-18;AC9;21.03054275;6.492;6.613571501;17.40871526;20;0.379900033;17.6;AC;;
8PO;24430-18;AC9;21.13523563;6.524;6.669479451;17.55588016;20;0.379900033;17.6;AC;;
8PO;24432-18;AC9;20.97697818;6.57;6.718266056;17.68429975;20;0.379900033;17.6;AC;;
8PO;24431-18;AC9;20.83103813;6.66;6.588128515;17.34174242;20;0.379900033;17.6;AC;;
8PO;24433-18;AC9;20.25205326;5.841;6.577410908;17.31353077;20;0.379900033;17.6;AC;;
8PO;24435-18;AC9;20.45462017;4.008;7.593607143;19.98843507;20;0.379900033;17.6;AC;;
8PO;24436-18;AC9;20.53602266;3.423;7.325676175;19.28316804;20;0.379900033;17.6;AC;;
8PO;24438-18;AC9;22.10516023;169.266;6.080309946;16.00502611;20;0.379900033;17.6;AC;;
8PO;24439-18;AC9;22.54291371;210.858;5.863285537;15.43375896;20;0.379900033;17.6;AC;;
8PO;24440-18;AC9;19.87240996;26.767;7.372000933;19.40510738;20;0.379900033;17.6;AC;;
8PO;24442-18;AC9;21.96756569;135.215;6.267283017;16.49718998;20;0.379900033;17.6;AC;;
8PO;24441-18;AC9;22.04087224;118.584;6.009178492;15.81778882;20;0.379900033;17.6;AC;;
8PO;24443-18;AC9;10.83940545;0.152;21.06337882;55.44453011;20;0.379900033;17.6;AC;;
8PO;24444-18;AC9;21.37611334;44.459;6.226486405;16.38980223;20;0.379900033;17.6;AC;;
8PO;24445-18;AC9;21.40575228;41.272;6.480623809;17.05876085;20;0.379900033;17.6;AC;;
8PO;24446-18;AC9;21.75357086;41.342;6.285365378;16.54478766;20;0.379900033;17.6;AC;;
8PO;24447-18;AC9;21.77515796;46.383;6.283758962;16.54055914;20;0.379900033;17.6;AC;;
8PO;24448-18;AC9;19.46596201;25.444;8.036263394;21.15362648;20;0.379900033;17.6;AC;;
8PO;24449-18;AC9;19.59564637;26.219;7.977366538;20.99859396;20;0.379900033;17.6;AC;;
8PO;24450-18;AC9;20.4941065;44.915;6.882238523;18.11591979;20;0.379900033;17.6;AC;;
8PO;24451-18;AC9;22.33045268;56.25;6.044555739;15.91091133;20;0.379900033;17.6;AC;;
8PO;24452-18;AC9;21.69839459;54.144;6.052794516;15.93259803;20;0.379900033;17.6;AC;;
8PO;24453-18;AC9;21.59556509;48.013;6.138556255;16.1583462;20;0.379900033;17.6;AC;;
8PO;24457-18;AC9;20.68008392;41.311;7.018794304;18.47537167;20;0.379900033;17.6;AC;;
8PO;24458-18;AC9;21.49097263;43.477;6.229866183;16.39869872;20;0.379900033;17.6;AC;;
8PO;24459-18;AC9;19.78557142;19.736;7.233298889;19.04000595;20;0.379900033;17.6;AC;;
8PO;24460-18;AC9;21.71870313;43.105;6.829956852;17.97830024;20;0.379900033;17.6;AC;;
8PO;24461-18;AC9;20.21158994;37.969;6.676971268;17.57560066;20;0.379900033;17.6;AC;;
8PO;24462-18;AC9;20.5405896;27.999;6.302004302;16.58858583;20;0.379900033;17.6;AC;;
8PO;24463-18;AC9;22.00163915;53.531;6.410332297;16.87373451;20;0.379900033;17.6;AC;;
8PO;24464-18;AC9;15.14122637;1.231;10.49544285;27.62685429;20;0.379900033;17.6;AC;;
8PO;24465-18;AC9;23.16663509;82.321;5.380112169;14.16191551;20;0.379900033;17.6;AC;;
8PO;24466-18;AC9;23.30571816;85.503;6.028458311;15.86853853;20;0.379900033;17.6;AC;;
8PO;24467-18;AC9;20.8725557;42.598;6.619347352;17.42391887;20;0.379900033;17.6;AC;;
8PO;24468-18;AC9;22.7925263;33.429;5.911250129;15.56001478;20;0.379900033;17.6;AC;;
8PO;24469-18;AC9;22.33710952;20.913;6.389774499;16.81962081;20;0.379900033;17.6;AC;;
8PO;24470-18;AC9;21.30310892;39.372;6.825416826;17.96634966;20;0.379900033;17.6;AC;;
8PO;24471-18;AC9;22.35819263;45.414;6.188304305;16.28929657;20;0.379900033;17.6;AC;;
8PO;24472-18;AC9;18.15515112;4.058;7.952616215;20.9334444;20;0.379900033;17.6;AC;;
8PO;24473-18;AC9;22.01203981;47.379;6.274447062;16.51604769;20;0.379900033;17.6;AC;;
8PO;24474-18;AC9;20.23607425;14.29;7.561620538;19.90423765;20;0.379900033;17.6;AC;;
8PO;24475-18;AC9;20.94125391;10.614;6.683344802;17.59237753;20;0.379900033;17.6;AC;;
8PO;24476-18;AC9;20.76019551;23.245;6.673219881;17.56572599;20;0.379900033;17.6;AC;;
8PO;24478-18;AC9;22.75688972;55.771;5.940315921;15.63652384;20;0.379900033;17.6;AC;;
8PO;24479-18;AC9;21.18685832;28.833;6.92049614;18.21662422;20;0.379900033;17.6;AC;;
8PO;24480-18;AC9;20.29719825;2.708;7.028620709;18.50123743;20;0.379900033;17.6;AC;;
8PO;24482-18;AC9;21.38846117;17.695;6.892466549;18.14284273;20;0.379900033;17.6;AC;;
8PO;24483-18;AC9;21.93533401;53.222;6.343011523;16.69652796;20;0.379900033;17.6;AC;;
8PO;24485-18;AC9;11.93626114;0.043;17.1528113;45.150855;20;0.379900033;17.6;AC;;
8PO;24486-18;AC9;12.30879805;0.098;16.29788195;42.90044889;20;0.379900033;17.6;AC;;
8PO;24489-18;AC9;13.1872388;0.049;13.5316226;35.61890347;20;0.379900033;17.6;AC;;
8PO;24490-18;AC9;15.94880975;0.248;10.35239628;27.25031689;20;0.379900033;17.6;AC;;
8PO;24493-18;AC9;12.10452367;0.087;14.89342557;39.20353852;20;0.379900033;17.6;AC;;
8PO;24494-18;AC9;11.98619434;0.109;14.38961517;37.87737279;20;0.379900033;17.6;AC;;
8PO;24496-18;AC9;12.10095354;0.185;15.18595905;39.97356602;20;0.379900033;17.6;AC;;
8PO;24497-18;AC9;9.953191266;0.269;23.78453394;62.60734898;20;0.379900033;17.6;AC;;
8PO;24498-18;AC9;12.15625722;0.111;15.3966292;40.52810705;20;0.379900033;17.6;AC;;
8PO;24499-18;AC9;11.87944463;0.086;14.61548383;38.47192042;20;0.379900033;17.6;AC;;
8PO;24500-18;AC9;11.66600554;0.034;14.90045091;39.22203112;20;0.379900033;17.6;AC;;
8PO;24501-18;AC9;9.285672466;0.154;24.09859466;63.43404204;20;0.379900033;17.6;AC;;
8PO;24505-18;AC9;11.55660591;0.052;16.07428079;42.31186995;20;0.379900033;17.6;AC;;
8PO;24510-18;AC9;12.27931489;0.027;16.51051431;43.460155;20;0.379900033;17.6;AC;;
8PO;24514-18;AC9;10.29467767;0.134;20.67131477;54.41251114;20;0.379900033;17.6;AC;;
8PO;24517-18;AC9;11.63522583;0.259;16.6037908;43.70568402;20;0.379900033;17.6;AC;;
8PO;24518-18;AC9;7.460396955;0.189;34.49043753;90.78819306;20;0.379900033;17.6;AC;;
8PO;24521-18;AC9;11.60155235;0.098;16.4059369;43.18487886;20;0.379900033;17.6;AC;;
8PO;24522-18;AC9;9.886535588;0.207;22.67936352;59.69824047;20;0.379900033;17.6;AC;;
8PO;24526-18;AC9;9.738897854;0.319;24.50136605;64.49424566;20;0.379900033;17.6;AC;;
1PO;26224-17;AC8;12.20959751;0.57;28.81190115;42.74712283;20;0.674007962;9.43;AC;;
2PO;23779-18;AC8;13.69609835;0.354;12.18402423;32.0716588;20;0.379900033;17.6;AC;;
8PO;24333-18;AC8;12.90778471;0.055;13.95119022;36.72331933;20;0.379900033;17.6;AC;;
8PO;24334-18;AC8;12.33171465;0.054;14.9759006;39.42063517;20;0.379900033;17.6;AC;;
8PO;24348-18;AC8;12.60684793;0.813;14.64813366;38.55786363;20;0.379900033;17.6;AC;;
1PO;29720-17;AC12;16.2085999;1.204;9.091762518;23.93198665;20;0.379900033;17.6;AC;;
1PO;29721-17;AC12;18.84450067;10.973;7.570091457;19.92653541;20;0.379900033;17.6;AC;;
1PO;29722-17;AC12;15.4288983;0.45;10.66741942;28.0795433;20;0.379900033;17.6;AC;;
1PO;29723-17;AC12;19.59810467;10.095;7.504528487;19.75395587;20;0.379900033;17.6;AC;;
1PO;29724-17;AC12;18.98530795;6.891;7.326288659;19.28478027;20;0.379900033;17.6;AC;;
1PO;29725-17;AC12;19.39485042;4.914;7.663485108;20.17237285;20;0.379900033;17.6;AC;;
1PO;29726-17;AC12;19.26143194;5.025;7.520455862;19.79588105;20;0.379900033;17.6;AC;;
1PO;29727-17;AC12;19.16043031;5.175;7.323741839;19.27807635;20;0.379900033;17.6;AC;;
1PO;29728-17;AC12;18.98557022;7.442;7.382401454;19.43248437;20;0.379900033;17.6;AC;;
1PO;29729-17;AC12;19.38545569;7.826;7.534233672;19.83214798;20;0.379900033;17.6;AC;;
1PO;29730-17;AC12;18.62106844;6.168;7.373136404;19.40809625;20;0.379900033;17.6;AC;;
1PO;29731-17;AC12;15.47342739;0.61;10.62256475;27.96147363;20;0.379900033;17.6;AC;;
1PO;29733-17;AC12;17.89403974;3.922;8.464504795;22.28087408;20;0.379900033;17.6;AC;;
1PO;29734-17;AC12;17.67180732;3.045;8.177326167;21.52494198;20;0.379900033;17.6;AC;;
1PO;29735-17;AC12;18.52882621;4.536;7.692366898;20.24839756;20;0.379900033;17.6;AC;;
1PO;29736-17;AC12;18.71473976;8.277;7.182924525;18.90740695;20;0.379900033;17.6;AC;;
1PO;29737-17;AC12;20.00425721;10.725;7.138293563;18.78992615;20;0.379900033;17.6;AC;;
1PO;29738-17;AC12;19.2156809;6.596;7.601519991;20.00926384;20;0.379900033;17.6;AC;;
1PO;29739-17;AC12;18.90540592;7.385;7.356089833;19.36322505;20;0.379900033;17.6;AC;;
1PO;29740-17;AC12;16.63637806;1.232;8.911384229;23.45718204;20;0.379900033;17.6;AC;;
1PO;29741-17;AC12;16.63989735;1.438;9.060903045;23.85075615;20;0.379900033;17.6;AC;;
1PO;29742-17;AC12;17.69332072;3.134;8.030683853;21.13893961;20;0.379900033;17.6;AC;;
1PO;29743-17;AC12;19.34353798;4.386;7.773403411;20.46170765;20;0.379900033;17.6;AC;;
1PO;29745-17;AC12;19.11090209;9.148;7.318241739;19.26359859;20;0.379900033;17.6;AC;;
1PO;29746-17;AC12;20.3776536;16.784;6.49673674;17.10117446;20;0.379900033;17.6;AC;;
1PO;29747-17;AC12;19.56895845;12.867;6.67038532;17.55826465;20;0.379900033;17.6;AC;;
1PO;29748-17;AC12;18.56649293;4.43;7.375405026;19.41406788;20;0.379900033;17.6;AC;;
1PO;29749-17;AC12;19.14158809;10.922;6.907826482;18.18327424;20;0.379900033;17.6;AC;;
1PO;29750-17;AC12;19.77078304;13.124;6.651055697;17.50738384;20;0.379900033;17.6;AC;;
1PO;29751-17;AC12;18.9225277;8.097;6.925478876;18.22974013;20;0.379900033;17.6;AC;;
1PO;29752-17;AC12;17.70025178;1.603;8.62826494;22.71193523;20;0.379900033;17.6;AC;;
1PO;29753-17;AC12;17.8295431;3.488;7.978729773;21.00218237;20;0.379900033;17.6;AC;;
1PO;29754-17;AC12;18.24437384;6.59;7.346438454;19.33782;20;0.379900033;17.6;AC;;
1PO;29755-17;AC12;18.73315525;6.728;7.382077281;19.43163106;20;0.379900033;17.6;AC;;
1PO;29756-17;AC12;17.72927575;4.25;7.895154012;20.78218828;20;0.379900033;17.6;AC;;
1PO;29757-17;AC12;19.18550846;7.841;7.202703074;18.95946947;20;0.379900033;17.6;AC;;
1PO;29758-17;AC12;19.13116809;7.478;7.215257066;18.99251498;20;0.379900033;17.6;AC;;
1PO;29759-17;AC12;13.92318853;0.333;11.17455304;29.41445663;20;0.379900033;17.6;AC;;
1PO;29760-17;AC12;16.46915206;1.989;9.206523274;24.23406811;20;0.379900033;17.6;AC;;
1PO;29761-17;AC12;18.5467496;3.999;7.52166474;19.79906314;20;0.379900033;17.6;AC;;
1PO;29762-17;AC12;19.09983254;6.223;6.929428591;18.24013685;20;0.379900033;17.6;AC;;
1PO;29763-17;AC12;18.775114;4.902;7.334282273;19.30582163;20;0.379900033;17.6;AC;;
1PO;29764-17;AC12;18.45516393;5.251;7.307098154;19.23426565;20;0.379900033;17.6;AC;;
1PO;29766-17;AC12;19.61989861;11.339;6.73277647;17.7224951;20;0.379900033;17.6;AC;;
1PO;29767-17;AC12;17.92955215;2.59;8.621670715;22.69457743;20;0.379900033;17.6;AC;;
1PO;29768-17;AC12;20.91846556;3.762;7.125972932;18.75749491;20;0.379900033;17.6;AC;;
1PO;29769-17;AC12;20.03055902;6.597;6.829193271;17.97629029;20;0.379900033;17.6;AC;;
1PO;29770-17;AC12;19.93254653;8.053;6.971284073;18.35031184;20;0.379900033;17.6;AC;;
1PO;29771-17;AC12;20.20780263;12.877;6.592008896;17.35195663;20;0.379900033;17.6;AC;;
1PO;29772-17;AC12;20.17091528;11.269;6.645799257;17.49354746;20;0.379900033;17.6;AC;;
1PO;29773-17;AC12;19.78906236;13.726;6.755430599;17.78212691;20;0.379900033;17.6;AC;;
1PO;29774-17;AC12;19.75876927;20.088;6.918456958;18.21125654;20;0.379900033;17.6;AC;;
1PO;29775-17;AC12;19.17814723;7.936;7.324080617;19.2789681;20;0.379900033;17.6;AC;;
1PO;29776-17;AC12;20.12539872;15.957;6.877029947;18.1022094;20;0.379900033;17.6;AC;;
1PO;29777-17;AC12;15.73125824;0.596;10.24383364;26.96455055;20;0.379900033;17.6;AC;;
1PO;29778-17;AC12;17.22536331;0.249;10.56409975;27.80757789;20;0.379900033;17.6;AC;;
1PO;29779-17;AC12;14.51715561;0.551;10.28438719;27.0712985;20;0.379900033;17.6;AC;;
1PO;29785-17;AC12;13.44725913;0.412;13.15321231;34.62282488;20;0.379900033;17.6;AC;;
1PO;29786-17;AC12;12.37296062;0.409;14.79179389;38.93601633;20;0.379900033;17.6;AC;;
1PO;29788-17;AC12;15.41903451;0.815;9.709301431;25.55751669;20;0.379900033;17.6;AC;;
1PO;29789-17;AC12;17.74929374;1.885;8.794667587;23.14995216;20;0.379900033;17.6;AC;;
1PO;29790-17;AC12;18.23605238;3.357;8.166618085;21.4967554;20;0.379900033;17.6;AC;;
1PO;29791-17;AC12;18.99464869;4.961;7.6780371;20.21067764;20;0.379900033;17.6;AC;;
1PO;29792-17;AC12;19.16603308;1.762;8.202179548;21.59036283;20;0.379900033;17.6;AC;;
1PO;29793-17;AC12;19.06283476;4.272;7.828471444;20.60666166;20;0.379900033;17.6;AC;;
1PO;29794-17;AC12;18.43076651;2.476;7.95742234;20.94609542;20;0.379900033;17.6;AC;;
1PO;29795-17;AC12;19.14065369;10.267;7.167384595;18.86650164;20;0.379900033;17.6;AC;;
1PO;29797-17;AC12;17.88636149;2.577;7.706059763;20.28444089;20;0.379900033;17.6;AC;;
