Well;Depth_Original;Depth;Formation;SampleID;Permeability_Kl;Permeability Kl;Porosity;CP;SW
8PO;2278.77;;AC8;24334-18;0.054;0.036;12.33171465;18.90000985;83.28363703
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;0.025503823;96.57153802
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;0.061980876;95.83604673
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;0.148216571;95.11587818
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;0.355239948;92.44589159
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;0.848465661;85.07653796
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;2.033149128;72.40057104
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;3.98497229;66.27466003
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;7.154563842;63.68128711
8PO;2284.6;;AC8;24348-18;0.813;0.68;12.60684793;17.61125563;62.13752155
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;0.027648899;98.68606096
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;0.067193966;97.78700387
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;0.160682774;96.97374718
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;0.385118479;95.97775531
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;0.919828432;95.03849649
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;2.204153285;92.90536892
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;4.320140439;90.46245497
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;7.76149549;86.32775382
8PO;2292.19;;AC9;24355-18;0.075;0.052;12.84151782;19.10524305;81.94210949
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;0.028042622;97.26412154
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;0.068150814;96.23178808
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;0.162970914;95.32831303
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;0.390602605;94.46409764
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;0.932926883;93.39700748
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;2.235540653;91.77431916
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;4.38165968;89.46422956
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;7.872964201;84.73315154
8PO;2292.91;;AC9;24357-18;0.101;0.072;11.72383271;19.3796279;81.12582781
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;0.026572045;94.63991967
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;0.064576933;62.05216945
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;0.154424592;44.147493
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;0.370119101;36.19816702
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;0.884003474;30.99831229
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;2.118307167;26.46285971
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;4.151882047;23.72834284
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;7.456729495;22.1282232
8PO;2294.48;;AC9;24363-18;247.89;241.547;22.99338932;18.35504891;21.06005255
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;0.028042622;74.21051653
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;0.068150814;46.46567908
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;0.162970914;36.10713556
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;0.390602605;30.22561999
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;0.932926883;26.12160705
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;2.235540653;22.57162531
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;4.38165968;20.68590356
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;7.872964201;19.11244365
8PO;2296.07;;AC9;24383-18;929.638;916.051;24.86774409;19.3796279;17.65766436
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;0.02715835;70.68142239
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;0.066001805;42.4526712
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;0.157831928;31.4089816
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;0.378285676;24.95281158
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;0.903508764;21.38380292
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;2.165047023;18.72453862
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;4.243492166;17.60638624
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;7.622643136;16.76903773
8PO;2296.38;;AC9;24385-18;1059.514;1044.732;25.24755703;18.76345222;15.63957081
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;0.02715835;96.62856803
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;0.066001805;94.66553097
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;0.157831928;69.96018462
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;0.378285676;55.46619654
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;0.903508764;46.58994117
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;2.165047023;40.32050393
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;4.243492166;36.50535824
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;7.622643136;34.78002496
8PO;2298.38;;AC9;24391-18;31.175;29.67;22.37510997;18.76345222;33.19533308
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;0.027060454;96.57137085
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;0.065763893;88.28366502
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;0.157263002;61.43650874
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;0.376922096;48.61097081
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;0.900251949;40.35963229
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;2.157242831;34.4358016
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;4.228195948;31.48838984
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;7.594937136;29.70805132
8PO;2298.58;;AC9;24394-18;59.744;57.464;22.163728;18.69525275;28.29376705
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;0.027452465;97.59088582
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;0.066716581;96.6641065
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;0.159541192;96.08222174
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;0.382382377;95.04974815
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;0.913293445;93.12048963
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;2.188493721;89.66356824
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;4.289447692;81.67838982
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;7.705890077;78.30042867
8PO;2299.94;;AC9;24399-18;0.169;0.126;16.41473278;18.96836802;75.60419867
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;0.027452465;95.68748791
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;0.066716581;94.79791143
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;0.159541192;93.77020195
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;0.382382377;92.93587866
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;0.913293445;92.1070807
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;2.188493721;91.17606431
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;4.289447692;89.79749703
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;7.705890077;86.6453021
8PO;2300.26;;AC9;24401-18;0.082;0.057;15.09434695;18.96836802;81.86590049
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;0.025533597;97.35065984
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;0.062053235;96.67734985
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;0.148389605;95.86937786
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;0.355654668;95.34644225
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;0.849456192;94.82350663
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;2.035522701;93.32301649
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;3.989624494;87.52693512
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;7.147809159;81.72636682
8PO;2301.5;;AC9;24405-18;0.153;0.115;9.346406051;17.59462869;76.13116079
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;0.026474577;98.38652524
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;0.064340061;97.61331935
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;0.153858154;96.91393713
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;0.368761483;96.14850216
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;0.880760898;95.31701442
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;2.110537094;94.10831358
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;4.136652704;91.3859191
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;7.429152438;88.07164782
8PO;2303.81;;AC9;24411-18;0.029;0.018;12.67820894;18.28716684;84.96328243
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;0.02715835;97.17113559
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;0.066001805;96.40265518
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;0.157831928;94.9300482
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;0.378285676;82.87001764
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;0.903508764;66.65230723
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;2.165047023;55.99757299
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;4.243492166;50.66974376
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;7.622643136;48.05715516
8PO;2303.94;;AC9;24413-18;3.274;2.942;19.90738349;18.76345222;45.63536437
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;0.02715835;97.0806018
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;0.066001805;96.23638164
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;0.157831928;94.47483847
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;0.378285676;81.55449701
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;0.903508764;68.03754186
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;2.165047023;56.5603924
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;4.243492166;50.2570391
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;7.622643136;47.67249917
8PO;2303.94;;AC9;24414-18;3.623;3.254;20.04761571;18.76345222;45.78597368
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;0.027550646;97.94220104
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;0.066955187;97.51323657
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;0.160111776;96.74226315
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;0.383749931;96.15597457
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;0.916559752;95.41578195
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;2.196320659;93.71892352
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;4.304788493;87.56070797
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;7.733682038;82.56438319
8PO;2304.85;;AC9;24417-18;0.128;0.093;13.44210216;19.03677908;78.81938507
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;0.026572045;96.78817367
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;0.064576933;95.65818511
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;0.154424592;94.93765122
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;0.370119101;92.90633059
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;0.884003474;84.44072213
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;2.118307167;72.93345032
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;4.151882047;66.15351892
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;7.456729495;62.97359815
8PO;2305.49;;AC9;24419-18;0.579;0.469;17.18878913;18.35504891;60.31480152
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;0.027944084;96.88348945
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;0.067911342;94.78625606
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;0.162398257;88.48586269
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;0.389230083;69.01539171
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;0.929648711;53.39795275
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;2.227685281;43.74198596
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;4.366263151;40.02347163
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;7.845064787;38.25875296
8PO;2306.9;;AC9;24425-18;9.559;8.833;20.40117603;19.31095234;36.95477365
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;0.02715835;97.25572452
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;0.066001805;96.05619647
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;0.157831928;94.38909282
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;0.378285676;77.61973431
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;0.903508764;62.32302045
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;2.165047023;50.03932879
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;4.243492166;43.83630484
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;7.622643136;40.93252928
8PO;2307.1;;AC9;24426-18;6.417;5.905;20.91996777;18.76345222;38.74759657
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;0.026377181;96.84583127
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;0.064103362;78.21842449
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;0.15329213;55.91378455
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;0.367404859;41.62195067
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;0.877520695;34.02849799
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;2.102772708;28.2544979
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;4.121434507;24.89290707
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;7.401596872;22.84799567
8PO;2308.5;;AC9;24438-18;169.266;164.135;22.10516023;18.21933767;20.59340758
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;0.027452465;96.08931253
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;0.066716581;77.92431068
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;0.159541192;57.83552045
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;0.382382377;45.06974821
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;0.913293445;37.56610302
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;2.188493721;31.71421732
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;4.289447692;28.54780092
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;7.705890077;26.27146308
8PO;2308.85;;AC9;24441-18;118.584;114.345;22.04087224;18.96836802;24.96572436
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;0.028141231;98.38414764
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;0.06839046;97.61449164
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;0.163543985;96.40260237
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;0.391976121;94.51460645
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;0.936207429;92.34171025
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;2.243401712;86.6479568
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;4.397067355;79.78908874
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;7.900885104;74.64812689
8PO;2309.09;;AC9;24443-18;0.152;0.112;10.83940545;19.44835637;71.24633244
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;0.027256317;97.02422145
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;0.06623989;89.88630746
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;0.158401268;71.95007415
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;0.379650249;56.63618389
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;0.906767951;45.65249629
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;2.172856902;37.69154721
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;4.258799529;33.25259516
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;7.650370626;30.24468611
8PO;2309.81;;AC9;24449-18;26.219;24.833;19.59564637;18.83170459;29.00889768
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;0.026572045;96.44641342
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;0.064576933;87.45404845
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;0.154424592;71.85408615
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;0.370119101;58.3631822
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;0.884003474;49.46036384
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;2.118307167;42.5582053
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;4.151882047;38.41549628
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;7.456729495;35.73381092
8PO;2312.38;;AC9;24461-18;37.969;36.203;20.21158994;18.35504891;33.37732114
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;0.027354355;98.16967649
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;0.066478149;91.22096219
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;0.158971023;77.06699548
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;0.381015816;61.00840459
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;0.910029512;50.24533257
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;2.180672468;43.70584523
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;4.274118038;39.50770609
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;7.678119606;36.84264104
8PO;2313.4;;AC9;24469-18;20.913;19.675;22.33710952;18.90000985;34.39949508
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;0.027747223;98.1828342
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;0.067432918;87.66065774
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;0.161254187;71.95397065
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;0.38648802;58.44526771
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;0.923099485;48.48810978
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;2.211991597;41.10768467
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;4.33550353;36.86694124
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;7.789330432;34.5861705
8PO;2313.97;;AC9;24473-18;47.379;44.939;22.01203981;19.17375991;32.51650558
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;0.027648899;95.99122825
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;0.067193966;89.72393581
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;0.160682774;63.36564671
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;0.385118479;48.97833706
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;0.919828432;41.36863894
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;2.204153285;35.02541861
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;4.320140439;32.22593405
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;7.76149549;30.91017154
8PO;2315.2;;AC9;24478-18;55.771;53.043;22.75688972;19.10524305;29.68048696
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;0.027648899;96.908045
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;0.067193966;91.28457829
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;0.160682774;62.28533965
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;0.385118479;49.29785974
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;0.919828432;42.22147026
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;2.204153285;36.70374757
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;4.320140439;33.41722359
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;7.76149549;31.45249979
8PO;2316.44;;AC9;24483-18;53.222;50.583;21.93533401;19.10524305;29.76059555
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;0.027354355;98.24928964
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;0.066478149;97.90763302
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;0.158971023;97.12718218
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;0.381015816;96.47486066
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;0.910029512;96.07569215
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;2.180672468;95.07860837
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;4.274118038;91.09648954
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;7.678119606;85.75866641
8PO;2316.86;;AC9;24485-18;0.043;0.028;11.93626114;18.90000985;82.34892972
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;0.027354355;98.34305158
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;0.066478149;97.55811615
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;0.158971023;96.74922301
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;0.381015816;96.17619715
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;0.910029512;95.44926188
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;2.180672468;93.4925394
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;4.274118038;88.96844896
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;7.678119606;84.13889104
8PO;2319.05;;AC9;24494-18;0.109;0.077;11.98619434;18.90000985;79.79661279
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;0.026864876;97.33458291
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;0.065288589;96.38414934
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;0.156126395;95.57003294
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;0.374197918;94.53629445
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;0.89374544;93.02544587
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;2.141651505;90.02991404
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;4.197636951;85.52008785
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;7.539589608;80.56723087
8PO;2319.63;;AC9;24496-18;0.185;0.139;12.10095354;18.55901252;74.22848271
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;0.027648899;97.28380319
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;0.067193966;96.91373711
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;0.160682774;96.55150534
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;0.385118479;96.37850006
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;0.919828432;95.51338447
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;2.204153285;93.49559465
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;4.320140439;88.60390587
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;7.76149549;83.73063261
8PO;2320.49;;AC9;24499-18;0.086;0.061;11.87944463;19.10524305;80.32952914
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;0.027256317;97.69300518
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;0.06623989;97.20725389
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;0.158401268;96.79608472
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;0.379650249;96.61099042
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;0.906767951;95.88175441
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;2.172856902;93.95218083
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;4.258799529;87.04541399
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;7.650370626;81.24595207
8PO;2322.44;;AC9;24505-18;0.052;0.034;11.55660591;18.83170459;77.60686528
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;0.02715835;96.30158477
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;0.066001805;95.17987306
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;0.157831928;94.36448462
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;0.378285676;93.20978836
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;0.903508764;91.73160834
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;2.165047023;88.23200671
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;4.243492166;84.41768425
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;7.622643136;79.72136841
8PO;2326.12;;AC9;24517-18;0.259;0.199;11.63522583;18.76345222;74.04494831
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;0.02715835;96.36502697
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;0.066001805;95.58409146
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;0.157831928;94.70633062
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;0.378285676;94.03386726
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;0.903508764;92.95907457
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;2.165047023;91.15610659
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;4.243492166;87.17092022
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;7.622643136;84.00289832
8PO;2327.47;;AC9;24521-18;0.098;0.07;11.60155235;18.76345222;79.61516786
8PO;2327.88;;AC9;24522-18;0.207;0.16;9.886535588;0.026474577;96.52292121
8PO;2327.88;;AC9;24522-18;0.207;0.16;9.886535588;0.064340061;95.54653701
