Well;Depth_Original;Depth;Formation;SampleID;Permeability_Kl;Permeability Kl;Porosity;CP;SW
2PO;2575.95;;AC11;24069-18;5.244;4.763;18.88262577;20.58875698;36.2756401
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;0.030430018;96.65921541
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;0.073952803;95.45555037
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;0.176845367;94.43857624
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;0.423856377;85.2096588
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;1.012351182;69.10019897
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;2.425862374;56.21607016
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;4.754690253;49.39939571
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;8.543991627;44.57982264
2PO;2576.02;;AC11;24071-18;3.435;3.062;18.09291385;21.03138974;39.54899408
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;0.029689349;97.34623016
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;0.072152788;96.36544012
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;0.172540942;84.29157648
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;0.413539692;64.2158189
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;0.987710503;52.10362554
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;2.366816761;43.51776696
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;4.638960852;38.69724026
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;8.334283165;35.11904762
2PO;2576.62;;AC11;24075-18;14.578;13.697;20.21864077;20.51518367;30.88924964
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;0.030006319;97.36736514
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;0.072923106;96.5269728
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;0.174383025;80.61390994
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;0.417954727;64.12349532
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;0.998255505;51.29736959
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;2.392085386;43.02050825
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;4.688487357;38.04502898
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;8.424019762;34.82166741
2PO;2577.15;;AC11;24082-18;16.552;15.606;20.29229478;20.73607402;31.04770397
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;0.029057478;96.20241454
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;0.070617178;95.3328091
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;0.168868795;92.76099727
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;0.404738428;81.49313104
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;0.966689303;63.79342245
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;2.31644438;51.15407743
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;4.540230985;46.55395717
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;8.155433034;43.49646145
2PO;2578.09;;AC11;24092-18;2.994;2.61;19.82090239;20.07493665;41.09810815
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;0.030642326;95.18557991
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;0.074468768;94.29127473
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;0.178079209;90.29702053
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;0.426813604;71.76219823
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;1.019414311;57.8958343
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;2.442787506;48.69329503
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;4.787863511;43.38538529
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;8.604116017;38.82581901
2PO;2578.53;;AC11;24098-18;5.976;5.463;18.87915598;21.17938842;35.06093323
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;0.030218015;94.94493872
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;0.073437582;93.7721645
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;0.175613306;92.72071175
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;0.420903418;91.79369128
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;1.005298247;89.94898277
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;2.408961668;79.94151683
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;4.721564869;67.14987868
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;8.483959541;59.88614447
2PO;2578.75;;AC11;24100-18;0.501;0.378;14.23228434;20.88361827;54.05649225
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;0.029179951;95.81877529
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;0.070914818;95.08780802
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;0.16958055;83.28199706
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;0.406444336;63.78953659
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;0.970763744;49.4253402
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;2.326207823;40.92956969
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;4.559367333;36.58744024
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;8.190054027;33.54634057
2PO;2586.55;;AC11;24111-18;12.851;12.047;19.99468799;20.16015766;31.65685914
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;0.030235995;95.80438399
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;0.073481279;94.71572561
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;0.175717799;93.83256679
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;0.421153863;86.58136804
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;1.005896417;69.26803014
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;2.410395042;55.15216753
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;4.724374283;47.1792739
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;8.489007647;41.83628535
2PO;2587.47;;AC11;24117-18;2.723;2.402;18.59981003;20.8960444;39.01066641
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;0.029768055;94.73881916
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;0.072344062;89.91956868
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;0.172998341;64.34063992
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;0.414635968;51.10924518
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;0.990328883;42.96225915
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;2.373091094;38.17394379
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;4.651258544;34.69374227
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;8.356377003;32.48630016
3PO;2298.2;;AC9;24835-18;32.91;31.43;20.97532153;20.56956857;30.71857875
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;0.028923941;86.38354054
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;0.070292647;78.86456156
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;0.168092736;64.3019034
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;0.402878399;52.29178127
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;0.962246754;42.91561228
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;2.305798852;35.90494004
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;4.51936575;30.96050171
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;8.117463098;28.795247
3PO;2299;;AC9;24841-18;71.8;69.168;21.40973949;19.98147208;27.25492353
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;0.029662272;95.40482938
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;0.072086982;92.2008572
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;0.172383578;75.24650444
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;0.413162528;61.44694007
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;0.986809674;50.99889922
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;2.364658135;42.6282877
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;4.634729945;38.36824835
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;8.326431784;35.82446073
3PO;2299.27;;AC9;24845-18;25.996;24.765;19.75249968;20.49585717;33.65341827
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;0.029029186;98.00629584
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;0.070548421;97.44990013
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;0.168704375;96.82007307
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;0.404344351;95.64821901
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;0.965748077;93.695353
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;2.314188954;85.61213194
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;4.535810349;75.84066849
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;8.147246354;70.75263387
3PO;2301.97;;AC9;24857-18;0.232;0.166;13.69131458;20.0547848;68.34332407
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;0.029029186;94.96811455
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;0.070548421;94.03681867
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;0.168704375;87.54341122
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;0.404344351;72.11697887
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;0.965748077;56.83551919
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;2.314188954;45.72975575
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;4.535810349;39.85320659
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;8.147246354;37.20611238
3PO;2302.24;;AC9;24859-18;8.757;8.086;19.28880054;20.0547848;35.76224281
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;0.029556565;96.13233715
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;0.071830088;95.38072656
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;0.171769262;80.33061918
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;0.411690157;63.21134574
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;0.983293021;50.78740157
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;2.356231299;41.15291696
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;4.618213346;36.11757337
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;8.296509702;33.65694345
3PO;2302.61;;AC9;24863-18;11.155;10.354;20.37860754;20.42220272;32.31478168
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;0.028608665;96.42833908
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;0.069526446;85.15820905
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;0.166260499;67.27387071
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;0.398486961;51.43451955
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;0.951758113;41.74744649
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;2.280665282;35.00748162
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;4.470103952;31.10185848
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;8.028252153;28.40630625
3PO;2304.67;;AC9;24879-18;50.251;48.467;21.34456453;19.76187564;26.23772038
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;0.029029186;96.02296382
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;0.070548421;85.59243295
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;0.168704375;68.37872779
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;0.404344351;52.57137849
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;0.965748077;42.27052611
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;2.314188954;35.24771567
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;4.535810349;31.53362403
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;8.147246354;29.29202182
3PO;2304.9;;AC9;24881-18;42.505;40.887;21.17205835;20.0547848;28.41554002
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;0.029239908;95.0947189
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;0.071060528;91.25570826
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;0.169928991;71.58214434
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;0.407279464;56.71990736
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;0.97275839;46.47453405
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;2.330987524;38.41195621
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;4.568735548;33.18111303
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;8.20688228;30.39744794
3PO;2306.3;;AC9;24892-18;28.459;27.159;20.93365958;20.20158111;28.86796163
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;0.026701961;95.74468085
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;0.064892662;93.56175739
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;0.155179603;75.62862669
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;0.371928682;56.68539498
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;0.88832553;43.7567161
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;2.128663963;35.02809247
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;4.172181368;29.8179362
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;7.473419086;26.34859231
3PO;2306.3;;AC9;24893-18;31.08;29.701;21.05545155;18.39613103;24.19944122
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;0.029029186;95.99035336
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;0.070548421;77.65334186
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;0.168704375;52.54901961
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;0.404344351;42.21453287
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;0.965748077;36.95921149
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;2.314188954;32.34140715
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;4.535810349;28.96508336
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;8.147246354;26.76103597
3PO;2307.05;;AC9;24897-18;78.332;75.992;22.00885313;20.0547848;24.8715529
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;0.028189373;95.86051938
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;0.068507458;90.44419479
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;0.163823765;72.11251782
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;0.392646686;56.91353757
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;0.937809028;45.00496911
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;2.247239569;37.19267165
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;4.404589555;32.13282634
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;7.909628152;29.88592663
3PO;2307.52;;AC9;24903-18;34.182;32.731;21.66110124;19.46987774;28.37359029
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;0.029239908;94.98914658
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;0.071060528;94.28081801
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;0.169928991;93.18176625
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;0.407279464;74.28995773
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;0.97275839;59.90174797
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;2.330987524;49.93944933
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;4.568735548;43.63760996
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;8.20688228;40.44556152
3PO;2309.09;;AC9;24921-18;6.049;5.526;20.22309128;20.20158111;38.61761682
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;0.030404366;98.13669259
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;0.073890462;97.4093803
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;0.17669629;96.58349786
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;0.423499075;96.18973196
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;1.01149779;95.61167155
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;2.423817418;93.55086276
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;4.75068214;86.56536478
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;8.536534211;80.24902234
3PO;2311.54;;AC9;24933-18;0.071;0.044;10.11580381;21.013033;76.20353306
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;0.029345383;95.81239088
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;0.071316861;94.60081477
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;0.170541968;93.70139146
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;0.408748626;91.26501243
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;0.976267378;86.41837747
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;2.339395993;72.49351886
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;4.585216147;61.89630178
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;8.23673495;55.94423575
3PO;2315.15;;AC9;24955-18;0.697;0.559;17.46935022;20.27506469;52.35701815
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;0.028398866;95.42842351
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;0.069016579;94.78384675
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;0.165041239;93.34455087
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;0.395564684;90.51255501
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;0.94477846;78.37432048
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;2.26394018;63.54646648
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;4.437322753;54.09862801
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;7.968893877;49.86616619
3PO;2316.46;;AC9;24960-18;1.059;0.885;18.26960271;19.61576278;47.05410303
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;0.029556565;97.9472809
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;0.071830088;97.47866672
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;0.171769262;96.82487434
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;0.411690157;96.02626255
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;0.983293021;94.91576282
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;2.356231299;92.41396773
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;4.618213346;88.05447763
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;8.296509702;81.21533578
3PO;2319.33;;AC9;24976-18;0.054;0.032;11.88095259;20.42220272;78.36060618
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;0.02871368;98.23899845
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;0.06978166;97.91541913
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;0.166870798;97.52773483
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;0.399949704;97.38661846
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;0.955251771;97.14854774
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;2.289037016;96.56783202
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;4.486512551;93.87483945
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;8.057965997;90.59165127
3PO;2321.82;;AC9;24985-18;0.012;0.005;12.1252096;19.8350175;89.08329877
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;0.028923941;95.17419673
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;0.070292647;94.20164964
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;0.168092736;91.787798
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;0.402878399;82.78330404
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;0.962246754;69.41433425
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;2.305798852;56.12808381
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;4.51936575;48.841086
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;8.117463098;44.92921334
3PO;2323.31;;AC9;24990-18;3.158;2.803;18.69785129;19.98147208;42.71328327
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;0.029662272;97.71896011
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;0.072086982;96.63200359
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;0.172383578;95.64963395
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;0.413162528;93.16196026
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;0.986809674;88.53772598
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;2.364658135;73.25937547
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;4.634729945;62.56425973
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;8.326431784;58.26400717
3PO;2323.59;;AC9;24991-18;0.417;0.321;12.31165063;20.49585717;54.76990886
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;0.028608665;99.33111632
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;0.069526446;98.84390112
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;0.166260499;98.20174676
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;0.398486961;97.98140482
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;0.951758113;97.49068691
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;2.280665282;96.36859907
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;4.470103952;93.28959435
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;8.028252153;89.88738569
3PO;2328.61;;AC9;25008-18;0.016;0.007;12.16373782;19.76187564;88.37578414
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;0.028923941;99.16807195
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;0.070292647;98.6391231
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;0.168092736;98.42864117
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;0.402878399;97.61888456
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;0.962246754;96.52432375
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;2.305798852;95.25363403
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;4.51936575;92.96944816
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;8.117463098;89.7620386
3PO;2329.96;;AC9;25013-18;0.023;0.011;12.03385542;19.98147208;88.30054338
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;0.029239908;95.49728752
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;0.071060528;94.89020925
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;0.169928991;93.12322397
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;0.407279464;87.680186
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;0.97275839;73.41513821
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;2.330987524;60.50632911
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;4.568735548;52.92172565
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;8.20688228;48.71351072
3PO;2331.16;;AC9;25016-18;1.962;1.698;17.61433212;20.20158111;46.64686128
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;0.030298122;98.4373875
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;0.073632262;97.3113534
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;0.176078849;96.3096231
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;0.422019216;94.70252616
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;1.007963251;92.83609732
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;2.415347725;88.63193173
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;4.734081541;78.52259572
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;8.506450166;71.28439187
3PO;2333.84;;AC9;25020-18;0.096;0.062;6.786621983;20.93897988;68.26304963
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;0.029021343;94.53149221
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;0.07052936;93.71825141
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;0.168658796;79.18723617
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;0.404235108;63.43755217
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;0.965487159;50.77389044
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;2.313563725;41.40373471
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;4.534584901;35.28654218
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;8.145045198;31.85709857
3PO;2578.35;;AC11;25052-18;15.453;14.635;19.7773667;20.04936656;29.23374115
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;0.029760012;95.11178651
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;0.072324516;94.17466786
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;0.172951601;90.84985379
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;0.414523945;74.38695862
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;0.990061324;58.62632682
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;2.372449952;46.48983445
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;4.650001905;40.0013815
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;8.354119346;36.60094172
3PO;2583.87;;AC11;25095-18;7.399;6.806;19.74812938;20.56401125;34.25893947
3PO;2584.07;;AC11;25099-18;11.522;10.757;20.27827282;0.028810986;94.91156084
3PO;2584.07;;AC11;25099-18;11.522;10.757;20.27827282;0.070018138;92.75563901
3PO;2584.07;;AC11;25099-18;11.522;10.757;20.27827282;0.167436295;86.69123954
