Fields;Wells;Direction;SampleID;Depth;Zones;Lith Description;Bulk Density Water;Grain Desnsity Water;Bulk Density Kerosin;Grain Desnsity Kerosin;Bulk Density Helium;Grain Desnsity Helium;Bulk Density;Bulk Density Sat;Grain Desnsity;Water Porosity;Kerosin Porosity;Helium Porosity;Porosity;Gas Permeability;Permeability_Kl;Swirr(waterholding capacity);Swirr;Comments;SW;SO
Zapadno-Zimnee;1032P;пар;36996-19;2389.25;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с тонкими слойками углистого, частично сидеритизированного материала.;2.11;2.68;;;2.1;2.64;2.11;2.33444;2.68;21.2;;20.7;21.2;23;21;;30.5;;;
Zapadno-Zimnee;1032P;пар;36998-19;2389.49;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.15;2.67;;;2.15;2.64;2.15;2.35248;2.67;19.6;;18.7;19.6;10.3;9.3;;;;;
Zapadno-Zimnee;1032P;пар;35808-19;2389.61;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.14;2.67;;;2.13;2.63;2.14;2.34762;2.67;19.9;;19;19.9;30;28;;;;;
Zapadno-Zimnee;1032P;перп;37001-19;2389.7;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.12;2.68;2.11;2.64;2.12;2.34422;2.68;;20.6;20.1;20.6;42;39;;;;;
Zapadno-Zimnee;1032P;перп;37000-19;2389.7;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.12;2.67;2.11;2.64;2.12;2.33628;2.67;;20.6;19.9;20.6;41;39;;;;;
Zapadno-Zimnee;1032P;перп;36999-19;2389.7;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.13;2.68;2.11;2.64;2.13;2.34585;2.68;;20.5;20;20.5;40;37;;;;;
Zapadno-Zimnee;1032P;пар;37003-19;2389.78;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.12;2.68;2.11;2.64;2.12;2.34259;2.68;;20.7;20.3;20.7;56;53;;;;;
Zapadno-Zimnee;1032P;перп;37002-19;2389.78;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.12;2.68;2.12;2.64;2.12;2.34422;2.68;;20.6;19.8;20.6;39;37;;;;;
Zapadno-Zimnee;1032P;пар;37005-19;2389.86;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.12;2.66;;;2.11;2.61;2.12;2.32834;2.66;20.6;;19.4;20.6;44;42;;;;;
Zapadno-Zimnee;1032P;пар;37004-19;2389.86;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.13;2.67;;;2.1;2.61;2.13;2.34114;2.67;20.3;;19.7;20.3;44;41;;;;;
Zapadno-Zimnee;1032P;пар;37007-19;2389.94;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.12;2.67;;;2.1;2.62;2.12;2.33628;2.67;20.6;;19.8;20.6;50;47;;;;;
Zapadno-Zimnee;1032P;пар;37006-19;2389.94;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.12;2.67;;;2.1;2.61;2.12;2.3379;2.67;20.5;;19.8;20.5;50;48;;26.2;;;
Zapadno-Zimnee;1032P;пар;37009-19;2390.1;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.14;2.67;;;2.12;2.62;2.14;2.34762;2.67;19.9;;19.1;19.9;42;39;;;;;
Zapadno-Zimnee;1032P;пар;37010-19;2390.1;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.14;2.67;;;2.12;2.62;2.14;2.35086;2.67;19.7;;19;19.7;39;36;;26.9;;;
Zapadno-Zimnee;1032P;пар;37011-19;2390.17;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с интракластами аргиллита.;2.15;2.67;;;2.13;2.62;2.15;2.35734;2.67;19.3;;18.5;19.3;32;30;;28.4;;;
Zapadno-Zimnee;1032P;пар;37012-19;2390.17;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.14;2.66;;;2.13;2.62;2.14;2.34444;2.66;19.6;;18.9;19.6;37;35;;;;;
Zapadno-Zimnee;1032P;пар;37014-19;2390.43;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.1;2.65;;;2.08;2.61;2.1;2.3156;2.65;20.9;;20.4;20.9;146;141;;;;;
Zapadno-Zimnee;1032P;пар;37013-19;2390.43;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.1;2.65;;;2.08;2.61;2.1;2.3172;2.65;20.8;;20.3;20.8;157;152;;21.1;;;
Zapadno-Zimnee;1032P;пар;37016-19;2390.52;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.08;2.65;;;2.06;2.59;2.08;2.3108;2.65;21.2;;20.4;21.2;181;175;;19.3;;;
Zapadno-Zimnee;1032P;пар;37015-19;2390.52;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.08;2.65;;;2.07;2.6;2.08;2.3028;2.65;21.7;;20.7;21.7;168;163;;;;;
Zapadno-Zimnee;1032P;пар;35809-19;2390.67;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.1;2.66;;;2.08;2.61;2.1;2.3219;2.66;21;;20.4;21;116;112;;;;;
Zapadno-Zimnee;1032P;пар;37017-19;2390.75;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.1;2.66;;;2.08;2.62;2.1;2.31868;2.66;21.2;;20.4;21.2;94;90;;24.1;;;
Zapadno-Zimnee;1032P;пар;37018-19;2390.75;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.1;2.66;;;2.08;2.61;2.1;2.31868;2.66;21.2;;20.3;21.2;97;93;;;;;
Zapadno-Zimnee;1032P;пар;37019-19;2390.85;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.06;2.64;;;2.04;2.58;2.06;2.2902;2.64;22;;21.2;22;211;205;;;;;
Zapadno-Zimnee;1032P;пар;37020-19;2390.85;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.07;2.64;;;2.05;2.59;2.07;2.29338;2.64;21.8;;21.1;21.8;219;214;;;;;
Zapadno-Zimnee;1032P;пар;37021-19;2390.96;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.09;2.65;;;2.07;2.6;2.09;2.3124;2.65;21.1;;20.3;21.1;126;122;;22;;;
Zapadno-Zimnee;1032P;пар;37022-19;2390.96;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.09;2.65;;;2.06;2.59;2.09;2.3108;2.65;21.2;;20.3;21.2;129;125;;;;;
Zapadno-Zimnee;1032P;пар;37023-19;2391.11;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.11;2.66;;;2.09;2.6;2.11;2.32834;2.66;20.6;;19.6;20.6;98;94;;24;;;
Zapadno-Zimnee;1032P;пар;37024-19;2391.11;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.11;2.66;;;2.09;2.61;2.11;2.32673;2.66;20.7;;19.8;20.7;95;91;;;;;
Zapadno-Zimnee;1032P;пар;37026-19;2391.22;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.1;2.65;;;2.08;2.6;2.1;2.3188;2.65;20.7;;19.9;20.7;146;141;;21.6;;;
Zapadno-Zimnee;1032P;пар;37025-19;2391.22;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.1;2.65;;;2.07;2.59;2.1;2.3172;2.65;20.8;;20.1;20.8;132;128;;;;;
Zapadno-Zimnee;1032P;пар;35810-19;2391.33;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.1;2.65;;;2.09;2.62;2.1;2.3156;2.65;20.9;;20.3;20.9;145;140;;;;;
Zapadno-Zimnee;1032P;пар;37028-19;2391.41;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с единичным интракластом аргиллита.;2.1;2.65;;;2.08;2.62;2.1;2.3188;2.65;20.7;;20.3;20.7;100;96;;;;;
Zapadno-Zimnee;1032P;пар;37027-19;2391.41;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.11;2.65;;;2.09;2.6;2.11;2.322;2.65;20.5;;19.8;20.5;95;92;;;;;
Zapadno-Zimnee;1032P;пар;35811-19;2391.63;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.12;2.65;;;2.11;2.62;2.12;2.33;2.65;20;;19.3;20;82;79;;;;;
Zapadno-Zimnee;1032P;пар;37029-19;2391.73;AC9;Песчаник нефтенасыщенный, средне-мелкозернистый, алевритистый.;2.09;2.65;;;2.06;2.6;2.09;2.3124;2.65;21.1;;20.5;21.1;182;176;;;;;
Zapadno-Zimnee;1032P;пар;37030-19;2391.73;AC9;Песчаник нефтенасыщенный, средне-мелкозернистый, алевритистый.;2.07;2.64;;;2.04;2.59;2.07;2.29497;2.64;21.7;;21.1;21.7;272;265;;17.5;;;
Zapadno-Zimnee;1032P;пар;37031-19;2391.82;AC9;Песчаник нефтенасыщенный, средне-мелкозернистый, алевритистый.;2.09;2.64;;;2.07;2.59;2.09;2.3061;2.64;21;;20.3;21;179;174;;;;;
Zapadno-Zimnee;1032P;пар;37032-19;2391.82;AC9;Песчаник нефтенасыщенный, средне-мелкозернистый, алевритистый.;2.08;2.64;;;2.05;2.58;2.08;2.30133;2.64;21.3;;20.6;21.3;235;229;;17.9;;;
Zapadno-Zimnee;1032P;пар;37034-19;2391.96;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с прерывистыми слойками углистого материала.;2.11;2.65;;;2.09;2.59;2.11;2.322;2.65;20.5;;19.5;20.5;134;130;;23.2;;;
Zapadno-Zimnee;1032P;пар;37033-19;2391.96;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с прерывистыми слойками углистого материала.;2.11;2.65;;;2.08;2.59;2.11;2.3252;2.65;20.3;;19.6;20.3;139;134;;;;;
Zapadno-Zimnee;1032P;пар;37035-19;2392.26;AC9;Песчаник тонко-мелкозернистый, алевритистый.;2.33;2.67;;;2.33;2.66;2.33;2.46426;2.67;12.7;;12.4;12.7;0.2;0.1;;63.3;;;
Zapadno-Zimnee;1032P;перп;37037-19;2393.91;AC9;Песчаник тонко-мелкозернистый, алевритистый, известковистый, с тонкими слойками глинистого материала.;;;2.44;2.68;2.44;2.64;2.44;2.53656;2.68;;8.8;7.6;8.8;0.01;;;;;;
Zapadno-Zimnee;1032P;перп;37038-19;2393.91;AC9;Песчаник тонко-мелкозернистый, алевритистый, известковистый, с тонкими слойками глинистого материала.;;;2.45;2.68;2.45;2.62;2.45;2.54308;2.68;;8.4;6.7;8.4;0.1;0.08;;;;;
Zapadno-Zimnee;1032P;перп;37039-19;2393.91;AC9;Песчаник тонко-мелкозернистый, алевритистый, известковистый, с тонкими слойками глинистого материала.;;;2.45;2.68;2.44;2.64;2.45;2.53982;2.68;;8.6;7.6;8.6;0.1;0.07;;;;;
Zapadno-Zimnee;1032P;перп;37036-19;2393.91;AC9;Песчаник тонко-мелкозернистый, алевритистый, известковистый, с тонкими слойками глинистого материала.;;;2.45;2.68;2.44;2.65;2.45;2.54145;2.68;;8.5;8;8.5;0.01;;;;;;
Zapadno-Zimnee;1032P;пар;37040-19;2393.97;AC9;Песчаник тонко-мелкозернистый, алевритистый, известковистый, с тонкими слойками глинистого материала.;;;2.46;2.68;2.45;2.63;2.46;2.54308;2.68;;8.4;6.8;8.4;0.1;0.08;;;;;
Zapadno-Zimnee;1032P;пар;37041-19;2394.29;AC9;Песчаник тонко-мелкозернистый, алевритистый, известковистый, с тонкими слойками глинистого материала.;;;2.49;2.68;2.48;2.64;2.49;2.56427;2.68;;7.1;5.9;7.1;0.1;0.08;;;;;
Zapadno-Zimnee;1032P;пар;37042-19;2394.67;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.03;2.65;;;2;2.56;2.03;2.2756;2.65;23.4;;21.8;23.4;195;189;;;;;
Zapadno-Zimnee;1032P;пар;37043-19;2394.67;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.03;2.65;;;2;2.59;2.03;2.2788;2.65;23.2;;22.5;23.2;186;180;;20.1;;;
Zapadno-Zimnee;1032P;пар;35812-19;2394.72;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.03;2.65;;;2;2.59;2.03;2.2756;2.65;23.4;;22.6;23.4;189;183;;;;;
Zapadno-Zimnee;1032P;пар;37044-19;2394.8;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.64;;;2;2.58;2.04;2.27748;2.64;22.8;;22.2;22.8;167;162;;21.1;;;
Zapadno-Zimnee;1032P;пар;37045-19;2394.8;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.64;;;2;2.58;2.04;2.2743;2.64;23;;22.2;23;149;145;;20.3;;;
Zapadno-Zimnee;1032P;пар;37047-19;2394.94;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.03;2.64;;;1.99;2.57;2.03;2.27112;2.64;23.2;;22.6;23.2;294;287;;;;;
Zapadno-Zimnee;1032P;пар;37046-19;2394.94;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.02;2.64;;;1.99;2.57;2.02;2.26317;2.64;23.7;;22.7;23.7;315;307;;;;;
Zapadno-Zimnee;1032P;пар;37049-19;2395.1;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.64;;;2.01;2.54;2.04;2.2743;2.64;23;;20.7;23;180;175;;;;;
Zapadno-Zimnee;1032P;пар;37048-19;2395.1;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.03;2.64;;;2;2.58;2.03;2.27271;2.64;23.1;;22.2;23.1;178;173;;19.2;;;
Zapadno-Zimnee;1032P;перп;37050-19;2395.38;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.03;2.66;2;2.61;2.03;2.28165;2.66;;23.5;23.2;23.5;294;288;;;;;
Zapadno-Zimnee;1032P;перп;37053-19;2395.38;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.03;2.65;2;2.61;2.03;2.2724;2.65;;23.6;23.5;23.6;309;303;;;;;
Zapadno-Zimnee;1032P;перп;37052-19;2395.38;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.02;2.65;1.99;2.6;2.02;2.2692;2.65;;23.8;23.2;23.8;304;297;;;;;
Zapadno-Zimnee;1032P;перп;37051-19;2395.38;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.02;2.65;1.99;2.59;2.02;2.2708;2.65;;23.7;23;23.7;306;299;;;;;
Zapadno-Zimnee;1032P;пар;37054-19;2395.46;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.02;2.66;1.98;2.58;2.02;2.27521;2.66;;23.9;23.1;23.9;311;304;;;;;
Zapadno-Zimnee;1032P;пар;35813-19;2395.5;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.02;2.64;;;1.99;2.6;2.02;2.26476;2.64;23.6;;23.4;23.6;322;316;;;;;
Zapadno-Zimnee;1032P;пар;37056-19;2395.58;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.01;2.64;;;1.98;2.58;2.01;2.2584;2.64;24;;23.2;24;327;319;;17.9;;;
Zapadno-Zimnee;1032P;пар;37055-19;2395.58;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.01;2.64;;;1.98;2.56;2.01;2.26158;2.64;23.8;;22.8;23.8;322;314;;;;;
Zapadno-Zimnee;1032P;пар;35814-19;2395.7;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.02;2.65;;;1.99;2.59;2.02;2.2676;2.65;23.9;;23.1;23.9;330;322;;;;;
Zapadno-Zimnee;1032P;пар;37058-19;2395.78;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.02;2.64;;;1.98;2.57;2.02;2.26158;2.64;23.8;;22.9;23.8;323;315;;18.3;;;
Zapadno-Zimnee;1032P;пар;37057-19;2395.78;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.01;2.64;;;1.97;2.57;2.01;2.26317;2.64;23.7;;23.1;23.7;331;324;;17.1;;;
Zapadno-Zimnee;1032P;пар;37059-19;2395.85;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.65;;;2;2.57;2.04;2.282;2.65;23;;21.9;23;139;134;;;;;
Zapadno-Zimnee;1032P;пар;37060-19;2395.85;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с прерывистыми слойками углистого материала.;2.05;2.65;;;2.03;2.6;2.05;2.2884;2.65;22.6;;21.9;22.6;152;147;;;;;
Zapadno-Zimnee;1032P;пар;37062-19;2395.95;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2;2.65;;;1.96;2.57;2;2.258;2.65;24.5;;23.7;24.5;360;353;;17.2;;;
Zapadno-Zimnee;1032P;пар;37061-19;2395.95;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;1.99;2.65;;;1.96;2.56;1.99;2.2564;2.65;24.6;;23.7;24.6;362;354;;17.9;;;
Zapadno-Zimnee;1032P;пар;37064-19;2396.35;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с тонкими слойками углистого материала.;2.1;2.66;;;2.09;2.61;2.1;2.32512;2.66;20.8;;20.1;20.8;22;20.6;;;;;
Zapadno-Zimnee;1032P;пар;37063-19;2396.35;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с тонкими слойками углистого материала.;2.1;2.66;;;2.08;2.62;2.1;2.32029;2.66;21.1;;20.5;21.1;23;21;;29.6;;;
Zapadno-Zimnee;1032P;пар;35815-19;2396.52;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с тонкими углистыми слойками.;2.18;2.66;;;2.17;2.62;2.18;2.36698;2.66;18.2;;17.3;18.2;2.6;2.2;;;;;
Zapadno-Zimnee;1032P;пар;37065-19;2396.56;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с тонкими слойками углистого материала.;2.14;2.66;;;2.11;2.6;2.14;2.34766;2.66;19.4;;18.5;19.4;4.8;4.1;;39.2;;;
Zapadno-Zimnee;1032P;пар;35816-19;2396.72;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с тонкими углистыми слойками.;2.04;2.66;;;2.02;2.61;2.04;2.28326;2.66;23.4;;22.7;23.4;129;125;;;;;
Zapadno-Zimnee;1032P;пар;37067-19;2396.81;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.01;2.65;;;2;2.6;2.01;2.2644;2.65;24.1;;23.3;24.1;235;229;;18.9;;;
Zapadno-Zimnee;1032P;пар;37066-19;2396.81;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.02;2.65;;;2;2.6;2.02;2.2708;2.65;23.7;;23.2;23.7;238;232;;19.6;;;
Zapadno-Zimnee;1032P;пар;37068-19;2396.92;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с тонкими слойками углистого материала.;2.02;2.65;;;2;2.59;2.02;2.2708;2.65;23.7;;22.7;23.7;208;203;;21.6;;;
Zapadno-Zimnee;1032P;пар;37069-19;2396.92;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с тонкими слойками углистого материала.;2.03;2.65;;;2.01;2.59;2.03;2.2724;2.65;23.6;;22.6;23.6;206;201;;;;;
Zapadno-Zimnee;1032P;пар;37070-19;2397.04;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.03;2.65;;;2.01;2.59;2.03;2.2788;2.65;23.2;;22.4;23.2;194;188;;19.1;;;
Zapadno-Zimnee;1032P;пар;37071-19;2397.04;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.65;;;2.01;2.57;2.04;2.2788;2.65;23.2;;21.9;23.2;198;192;;19.7;;;
Zapadno-Zimnee;1032P;пар;37072-19;2397.22;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.65;;;2.02;2.59;2.04;2.2804;2.65;23.1;;22;23.1;193;187;;;;;
Zapadno-Zimnee;1032P;пар;37073-19;2397.22;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.65;;;2.01;2.6;2.04;2.2804;2.65;23.1;;22.6;23.1;201;196;;19.5;;;
Zapadno-Zimnee;1032P;пар;35817-19;2397.37;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.65;;;2.02;2.61;2.04;2.2788;2.65;23.2;;22.6;23.2;241;236;;;;;
Zapadno-Zimnee;1032P;пар;37075-19;2397.46;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.05;2.65;;;2.03;2.6;2.05;2.2852;2.65;22.8;;21.8;22.8;217;211;;21.2;;;
Zapadno-Zimnee;1032P;пар;37076-19;2397.46;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.05;2.65;;;2.03;2.6;2.05;2.2884;2.65;22.6;;22;22.6;212;207;;;;;
Zapadno-Zimnee;1032P;пар;37077-19;2397.66;AC9;Песчаник пятнисто с признаками УВ, тонко-мелкозернистый, неравномерно глинистый, с углистыми растительными остатками, с зернами сидерита.;2.25;2.66;;;2.24;2.63;2.25;2.41206;2.66;15.4;;15.1;15.4;0.2;0.1;;65;;;
Zapadno-Zimnee;1032P;пар;37078-19;2397.85;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;2.12;2.66;;;2.11;2.63;2.12;2.32995;2.66;20.5;;19.7;20.5;28;26;;;;;
Zapadno-Zimnee;1032P;пар;37079-19;2398.16;AC9;Песчаник полосчато нефтенасыщенный, тонко-мелкозернистый, алевритистый, со слабо выраженными слойками углистого материала.;2.18;2.67;;;2.18;2.64;2.18;2.37354;2.67;18.3;;17.4;18.3;3.3;2.8;;;;;
Zapadno-Zimnee;1032P;пар;37081-19;2398.37;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;2.11;2.66;;;2.09;2.58;2.11;2.32834;2.66;20.6;;19.1;20.6;40;38;;;;;
Zapadno-Zimnee;1032P;пар;37080-19;2398.37;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;2.1;2.66;;;2.08;2.6;2.1;2.3219;2.66;21;;20.2;21;42;40;;24.2;;;
Zapadno-Zimnee;1032P;пар;37083-19;2398.51;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;2.08;2.66;;;2.07;2.62;2.08;2.30741;2.66;21.9;;21.1;21.9;76;73;;25;;;
Zapadno-Zimnee;1032P;пар;37082-19;2398.51;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;2.08;2.66;;;2.05;2.59;2.08;2.30902;2.66;21.8;;20.9;21.8;71;68;;25.8;;;
Zapadno-Zimnee;1032P;пар;35818-19;2398.64;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.07;2.66;;;2.05;2.62;2.07;2.30258;2.66;22.2;;21.6;22.2;98;94;;;;;
Zapadno-Zimnee;1032P;пар;37085-19;2398.75;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с интракластами аргиллита.;2.11;2.66;;;2.1;2.55;2.11;2.32673;2.66;20.7;;17.7;20.7;39;37;;24;;;
Zapadno-Zimnee;1032P;пар;37084-19;2398.75;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;2.1;2.66;;;2.09;2.62;2.1;2.32351;2.66;20.9;;20;20.9;40;38;;;;;
Zapadno-Zimnee;1032P;пар;37086-19;2399.11;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.11;2.66;;;2.1;2.62;2.11;2.32834;2.66;20.6;;19.9;20.6;62;59;;25.5;;;
Zapadno-Zimnee;1032P;пар;37087-19;2399.11;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.1;2.65;;;2.09;2.62;2.1;2.3156;2.65;20.9;;20.2;20.9;75;72;;23.3;;;
Zapadno-Zimnee;1032P;пар;37089-19;2399.2;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.07;2.65;;;2.06;2.6;2.07;2.2996;2.65;21.9;;20.7;21.9;130;126;;21.3;;;
Zapadno-Zimnee;1032P;пар;37088-19;2399.2;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.07;2.65;;;2.05;2.55;2.07;2.298;2.65;22;;19.6;22;139;134;;21.4;;;
Zapadno-Zimnee;1032P;пар;35819-19;2399.33;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;;;2.09;2.67;2.07;2.63;2.09;2.32008;2.67;;21.6;21.3;21.6;80;77;;;;;
Zapadno-Zimnee;1032P;пар;37090-19;2399.36;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.09;2.66;;;2.07;2.57;2.09;2.31385;2.66;21.5;;19.3;21.5;66;63;;26.7;;;
Zapadno-Zimnee;1032P;пар;37091-19;2399.36;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.1;2.66;;;2.07;2.61;2.1;2.31868;2.66;21.2;;20.7;21.2;66;63;;;;;
Zapadno-Zimnee;1032P;пар;37092-19;2399.57;AC9;Песчаник полосчато нефтенасыщенный, тонко-мелкозернистый, алевритистый, с тонкими слойками углистого, частично сидеритизированного материала.;2.19;2.68;;;2.18;2.65;2.19;2.38008;2.68;18.4;;17.6;18.4;2.1;1.8;;;;;
Zapadno-Zimnee;1032P;пар;37093-19;2399.71;AC9;Алевролит разнозернистый, глинистый.;;;2.42;2.69;2.41;2.65;2.42;2.52764;2.69;;9.9;9.2;9.9;0.7;0.5;;;;;
Zapadno-Zimnee;1032P;пар;37095-19;2399.91;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.05;2.65;;;2.04;2.61;2.05;2.2852;2.65;22.8;;21.7;22.8;164;159;;;;;
Zapadno-Zimnee;1032P;пар;37094-19;2399.91;AC9;Песчаник нефтенасыщенный, мелкозернистый, алевритистый.;2.04;2.65;;;2.04;2.6;2.04;2.282;2.65;23;;21.7;23;160;155;;20.5;;;
Zapadno-Zimnee;1032P;пар;37097-19;2400.02;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, со слойками углистого материала.;2.16;2.69;;;2.15;2.65;2.16;2.36364;2.69;19.9;;18.7;19.9;28;26;;;;;
Zapadno-Zimnee;1032P;пар;37096-19;2400.02;AC9;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, со слойками углистого материала.;2.14;2.69;;;2.14;2.66;2.14;2.35544;2.69;20.4;;19.4;20.4;29;27;;;;;
Zapadno-Zimnee;1032P;пар;37098-19;2400.25;AC9;Алевролит разнозернистый, глинистый.;;;2.44;2.69;2.42;2.65;2.44;2.53748;2.69;;9.3;8.4;9.3;0.09;0.06;;;;;
