Fields;Wells;Direction;SampleID;Depth;Zones;Lith Description;Bulk Density Water;Grain Desnsity Water;Bulk Density Kerosin;Grain Desnsity Kerosin;Bulk Density Helium;Grain Desnsity Helium;Bulk Density;Bulk Density Sat;Grain Desnsity;Water Porosity;Kerosin Porosity;Helium Porosity;Porosity;Gas Permeability;Permeability_Kl;Swirr(waterholding capacity);Swirr;Comments;SW;SO
Zapadno-Zimnee;3PO;пар;25186-18;2603.8;AC11;Песчаник тонкозернистый, с прослоем алевролита крупнозернистого глинистого и тонкими слойками углистого сидеритизированного материала.;;;;;;;2.472945;2.572721795;2.732612;;9.5025;9.49;9.5025;0.787;0.636;;;трещина;;
Zapadno-Zimnee;3PO;пар;25187-18;2605.08;AC11;Песчаник тонкозернистый, с тонкими слойками углистого, частично сидеритизированного и глинистого материалов.;;;;;;;2.43461395;2.543880323;2.717394778;10.40632116;;10.02;10.40632116;0.021;0.01;;83.68232207;;;
Zapadno-Zimnee;3PO;пар;25188-18;2605.51;AC11;Алевролит крупнозернистый, глинистый, с прослоем песчаника тонкозернистого и тонкими слойками углистого сидеритизированного материала.;;;;;;;2.446318202;2.545657232;2.70194548;9.460859953;;9.18;9.460859953;0.014;0.006;;91.42687908;;;
Zapadno-Zimnee;3PO;пар;25189-18;2605.82;AC11;Алевролит крупнозернистый, глинистый, неравномерно сидеритизированный, с линзочками песчаного материала и частично открытой трещиной.;;;;;;;2.490071;2.577674299;2.716735;;8.3433;7.56;8.3433;0.877;0.723;;;трещина;;
Zapadno-Zimnee;3PO;пар;25190-18;2606.76;AC11;Алевролит крупнозернистый, глинистый, со слойками песчаника тонкозернистого и углистого, частично сидеритизированного материала.;;;;;;;2.489974;2.575666555;2.711244;;8.1612;8.12;8.1612;0.06;0.036;;;;;
Zapadno-Zimnee;3PO;кус;25191-18;2607.66;AC11;Алевролит крупнозернистый, глинистый.;;;;;;;2.500027;2.57976693;2.705488;;7.5942;;7.5942;;;;;;;
Zapadno-Zimnee;3PO;пар;25192-18;2608.77;AC11;Алевролит крупнозернистый, глинистый.;;;;;;;2.497978;2.577605201;2.702959;;7.5836;6.93;7.5836;0.014;0.006;;;;;
Zapadno-Zimnee;3PO;пар;25193-18;2610.03;AC11;Алевролит крупнозернистый, глинистый, неравномерно сидеритизированный, с тонкими слойками песчаника тонкозернистого.;;;;;;;2.670305;2.763084492;2.929128;;8.8362;8.26;8.8362;0.041;0.023;;;;;
Zapadno-Zimnee;3PO;кус;25194-18;2611.77;AC11;Аргиллит алевритистый.;;;;;;;2.481316;2.567995699;2.704585;;8.2552;;8.2552;;;;;;;
Zapadno-Zimnee;3PO;пар;25195-18;2624.04;AC12;Песчаник тонко-мелкозернистый, алевритистый, известковый, с зернами сидерита.;;;;;;;2.534111;2.597971982;2.698213;;6.0818;5.92;6.0818;0.013;0.005;;;;;
Zapadno-Zimnee;3PO;пар;25196-18;2624.13;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.170125586;2.371032428;2.683606438;19.13398495;;18.81;19.13398495;2.884;2.574;;;;;
Zapadno-Zimnee;3PO;пар;25197-18;2624.13;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.166082985;2.368275616;2.682669692;19.256441;;19.06;19.256441;2.797;2.476;;;;;
Zapadno-Zimnee;3PO;пар;25198-18;2624.17;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.149890725;2.3536298;2.667481379;19.40372135;;18.9;19.40372135;6.678;6.12;;;;47.9;
Zapadno-Zimnee;3PO;пар;25199-18;2624.34;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.161159883;2.363606135;2.677373421;19.28059543;;19.08;19.28059543;4.135;3.76;;39.38884831;;;
Zapadno-Zimnee;3PO;пар;25200-18;2624.34;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.154277062;2.358631447;2.674868617;19.46232246;;19.02;19.46232246;4.404;3.985;;;;;
Zapadno-Zimnee;3PO;пар;25201-18;2624.45;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.174688038;2.37741443;2.695023684;19.30727548;;18.83;19.30727548;2.581;2.263;;;;57.9;
Zapadno-Zimnee;3PO;пар;25202-18;2624.6;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.14328007;2.349882143;2.668306387;19.67638797;;19.6;19.67638797;5.238;4.773;;36.69525896;;;
Zapadno-Zimnee;3PO;пар;25203-18;2624.6;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.159003422;2.358174577;2.664406134;18.96868144;;18.73;18.96868144;4.909;4.47;;;;;
Zapadno-Zimnee;3PO;пар;25204-18;2624.69;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.138980907;2.348760272;2.673024035;19.97898713;;19.46;19.97898713;7.895;7.243;;30.76476867;;;
Zapadno-Zimnee;3PO;пар;25205-18;2624.69;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.147846265;2.35338039;2.67060949;19.57467863;;19.46;19.57467863;6.975;6.384;;35.26927138;;;
Zapadno-Zimnee;3PO;пар;25206-18;2624.77;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.177719046;2.374051381;2.678565785;18.69831767;;18.04;18.69831767;3.298;2.928;;;;51;
Zapadno-Zimnee;3PO;пар;25207-18;2624.94;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.144435129;2.349776591;2.665759932;19.55632977;;19.26;19.55632977;5.835;5.324;;34.62365591;;;
Zapadno-Zimnee;3PO;пар;25208-18;2624.94;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.142059255;2.34785027;2.664224449;19.59914431;;19.37;19.59914431;5.891;5.376;;;;;
Zapadno-Zimnee;3PO;пар;25209-18;2624.99;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.170132121;2.368929743;2.676964712;18.93310692;;18.91;18.93310692;4.035;3.668;;;;;
Zapadno-Zimnee;3PO;пар;25210-18;2624.99;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.160844421;2.363289057;2.676977504;19.28044154;;18.98;19.28044154;3.939;3.581;;;;;
Zapadno-Zimnee;3PO;пар;25211-18;2625.04;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.15200709;2.36011447;2.683961577;19.81975045;;19.13;19.81975045;5.056;4.579;;;;46.2;
Zapadno-Zimnee;3PO;пар;25212-18;2625.13;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.157993508;2.359065745;2.669123666;19.14973682;;18.99;19.14973682;5.008;4.56;;35.8705395;;;
Zapadno-Zimnee;3PO;пар;25213-18;2625.47;AC12;Песчаник тонко-мелкозернистый, алевритистый, сидеритизированный, с единичными интракластами аргиллита.;;;;;;;2.360918;2.563270551;2.924523;;19.2717;19.01;19.2717;0.3;0.225;;;;;
Zapadno-Zimnee;3PO;пар;25214-18;2625.57;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый.;;;;;;;2.188259052;2.373090513;2.655750759;17.60299625;;17.24;17.60299625;2.184;1.918;;;;;
Zapadno-Zimnee;3PO;пар;25215-18;2625.6;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.213499987;2.388845429;2.657249041;16.69956584;;16.15;16.69956584;1.75;1.49;;;;55.2;
Zapadno-Zimnee;3PO;пар;25216-18;2625.88;AC12;Песчаник пятнисто нефтенасыщенный, тонко-мелкозернистый, с зернами сидерита.;;;;;;;2.247511325;2.415518763;2.675631285;16.00070842;;15.89;16.00070842;0.332;0.247;;;;;
Zapadno-Zimnee;3PO;пар;25217-18;2626.04;AC12;Песчаник пятнисто нефтенасыщенный, тонко-мелкозернистый, с зернами сидерита.;;;;;;;2.280474949;2.440603903;2.690837856;15.25037662;;15.13;15.25037662;0.195;0.138;;65.32502991;;;
Zapadno-Zimnee;3PO;пар;25218-18;2626.44;AC12;Алевролит разнозернистый, глинистый, с тонкими слойками песчаника мелко-тонкозернистого и углистого, частично сидеритизированного материала.;;;;;;;2.479053;2.55417509;2.670084;;7.1545;7.12;7.1545;5.189;4.711;;;трещина;;
Zapadno-Zimnee;3PO;пар;25219-18;2626.69;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с тонкими слойками углистого, частично сидеритизированного материала и мелкими интракластами аргиллита.;;;;;;;2.273972;2.440509661;2.70263;;15.8608;15.71;15.8608;1.583;1.351;;;;;
Zapadno-Zimnee;3PO;пар;25220-18;2626.96;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с мелкими интракластами аргиллита и зернами сидерита.;;;;;;;2.188409;2.380185596;2.677427;;18.2645;18.18;18.2645;2.857;2.55;;;;;
Zapadno-Zimnee;3PO;пар;25221-18;2627.02;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с мелкими интракластами аргиллита и зернами сидерита.;;;;;;;2.196527;2.387030963;2.683378;;18.1432;17.82;18.1432;2.061;1.81;;;;;
Zapadno-Zimnee;3PO;пар;25222-18;2627.11;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита и единичными интракластами аргиллита.;;;;;;;2.183513257;2.376830328;2.676239766;18.41114967;;17.91;18.41114967;2.532;2.219;;;;56.2;
Zapadno-Zimnee;3PO;пар;25223-18;2627.17;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с мелкими интракластами аргиллита и зернами сидерита.;;;;;;;2.194366;2.386941583;2.687215;;18.3405;17.81;18.3405;2.243;1.971;;;;;
Zapadno-Zimnee;3PO;пар;25224-18;2627.69;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.15508314;2.355601242;2.663785189;19.09696217;;19.05;19.09696217;3.733;3.343;;36.4568626;;;
Zapadno-Zimnee;3PO;пар;25225-18;2628.16;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.165389809;2.366275188;2.677682428;19.13194088;;18.72;19.13194088;5.534;5.047;;36.73403113;;;
Zapadno-Zimnee;3PO;пар;25226-18;2628.16;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.161501785;2.36371776;2.677069638;19.25866421;;18.58;19.25866421;5.577;5.087;;;;;
Zapadno-Zimnee;3PO;пар;25227-18;2628.21;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.153163674;2.358315242;2.676008824;19.53824464;;18.94;19.53824464;8.825;8.163;;;;41.1;
Zapadno-Zimnee;3PO;пар;25228-18;2628.3;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.167567882;2.36699404;2.675777415;18.99296744;;18.79;18.99296744;5.327;4.855;;;;;
Zapadno-Zimnee;3PO;пар;25229-18;2628.3;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.173632301;2.370654104;2.67570018;18.7639812;;17.94;18.7639812;5.325;4.854;;35.02987332;;;
Zapadno-Zimnee;3PO;пар;25230-18;2628.44;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.165198699;2.36403224;2.6709918;18.93652766;;18.89;18.93652766;5.595;5.103;;;;;
Zapadno-Zimnee;3PO;пар;25231-18;2628.44;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.162353346;2.361782994;2.669351226;18.99329976;;18.86;18.99329976;5.395;4.918;;;;;
Zapadno-Zimnee;3PO;пар;25232-18;2628.53;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.16875263;2.365365832;2.668415151;18.72506684;;17.97;18.72506684;5.549;5.043;;;;50.6;
Zapadno-Zimnee;3PO;пар;25233-18;2628.6;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.197173549;2.383623835;2.671568516;17.75717015;;17.62;17.75717015;2.194;1.927;;39.53692471;;;
Zapadno-Zimnee;3PO;пар;25234-18;2628.6;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.19573357;2.385188735;2.679140185;18.04334905;;17.91;18.04334905;1.953;1.694;;;;;
Zapadno-Zimnee;3PO;пар;25235-18;2628.76;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.189610259;2.385025278;2.690300934;18.61095421;;18.5;18.61095421;2.863;2.546;;39.85512621;;;
Zapadno-Zimnee;3PO;пар;25236-18;2628.76;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.187270185;2.383520963;2.69005656;18.69055033;;18.44;18.69055033;2.776;2.458;;;;;
Zapadno-Zimnee;3PO;пар;25237-18;2628.82;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.19766977;2.387916251;2.683970705;18.11871246;;17.22;18.11871246;2.76;2.431;;;;44.1;
Zapadno-Zimnee;3PO;пар;25238-18;2628.93;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита и единичными интракластами аргиллита.;;;;;;;2.237318141;2.409914189;2.67742588;16.43771887;;15.89;16.43771887;1.018;0.833;;;;49.4;
Zapadno-Zimnee;3PO;пар;25239-18;2629.24;AC12;Песчаник полосчато нефтенасыщенный, мелко-тонкозернистый, алевритовый, с единичным интракластом аргиллита и зернами сидерита.;;;;;;;2.288949;2.451403139;2.70791;;15.4717;15.4;15.4717;0.458;0.353;;;;;
Zapadno-Zimnee;3PO;пар;25240-18;2629.5;AC12;Песчаник тонкозернистый, с прослоями аргиллита и тонкими слойками углистого, частично сидеритизированного материала.;;;;;;;2.372586;2.477126697;2.634925;;9.9562;9.63;9.9562;0.126;0.085;;;трещина;;
Zapadno-Zimnee;3PO;пар;25241-18;2629.73;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с интракластами аргиллита, прослоем углисто-глинистого материала и многочисленными зернами сидерита.;;;;;;;2.307926;2.475058798;2.744834;;15.9175;15.83;15.9175;0.496;0.385;;;;;
Zapadno-Zimnee;3PO;пар;25242-18;2629.73;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с интракластами аргиллита, прослоем углисто-глинистого материала и многочисленными зернами сидерита.;;;;;;;2.284998;2.466997405;2.764107;;17.3332;17.33;17.3332;0.647;0.512;;;;;
Zapadno-Zimnee;3PO;пар;25243-18;2629.77;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.216577243;2.398732179;2.681822139;17.34808917;;16.83;17.34808917;2.699;2.374;;;;52.6;
Zapadno-Zimnee;3PO;пар;25244-18;2629.94;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.186216481;2.380758032;2.68338843;18.52776673;;17.66;18.52776673;4.212;3.83;;;;;
Zapadno-Zimnee;3PO;пар;25245-18;2629.94;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.185063332;2.37978886;2.682549956;18.54528832;;17.93;18.54528832;4.286;3.899;;;;;
Zapadno-Zimnee;3PO;пар;25246-18;2630.03;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.176040999;2.373593352;2.680332402;18.81450981;;18.66;18.81450981;6.023;5.498;;;;;
Zapadno-Zimnee;3PO;пар;25247-18;2630.03;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.174899263;2.372860702;2.680212296;18.85347044;;18.81;18.85347044;6.198;5.681;;;;;
Zapadno-Zimnee;3PO;пар;25248-18;2630.16;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.160431731;2.363544618;2.678578151;19.34408444;;18.57;19.34408444;9.363;8.68;;;;49.3;
Zapadno-Zimnee;3PO;пар;25249-18;2630.24;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.155134941;2.358374387;2.672410373;19.35613772;;18.5;19.35613772;9.47;8.717;;33.6683772;;;
Zapadno-Zimnee;3PO;пар;25250-18;2630.24;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.153707465;2.357160953;2.671315525;19.37652275;;19.06;19.37652275;9.214;8.478;;33.409521;;;
Zapadno-Zimnee;3PO;пар;25251-18;2630.37;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.174672625;2.370627738;2.67363729;18.66239175;;17.75;18.66239175;6.156;5.634;;;;;
Zapadno-Zimnee;3PO;пар;25252-18;2630.37;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.166944145;2.365995617;2.673829589;18.9572831;;18.75;18.9572831;6.624;6.057;;;;;
Zapadno-Zimnee;3PO;пар;25253-18;2630.5;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.164723934;2.364665091;2.673885639;19.04201503;;18.64;19.04201503;9.032;8.359;;;;46.6;
Zapadno-Zimnee;3PO;пар;25254-18;2630.63;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.149745054;2.354846217;2.671600678;19.53344407;;19.37;19.53344407;9.874;9.199;;;;;
Zapadno-Zimnee;3PO;пар;25255-18;2630.63;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.15062495;2.355428034;2.671751582;19.50505564;;18.51;19.50505564;9.912;9.234;;;;;
Zapadno-Zimnee;3PO;пар;25256-18;2630.79;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.174263198;2.370561124;2.674207344;18.6950405;;18.6;18.6950405;6.538;5.985;;;;49.5;
Zapadno-Zimnee;3PO;пар;25257-18;2630.84;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.181166408;2.375790185;2.677447266;18.53559785;;17.58;18.53559785;4.42;3.996;;;;;
Zapadno-Zimnee;3PO;пар;25258-18;2630.84;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.171090422;2.369345916;2.676442203;18.88147558;;18.6;18.88147558;4.985;4.541;;;;;
Zapadno-Zimnee;3PO;пар;25259-18;2630.98;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.210892756;2.39021213;2.666232972;17.07803563;;17.05;17.07803563;1.638;1.411;;;;;
Zapadno-Zimnee;3PO;пар;25260-18;2630.98;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.205922056;2.387469394;2.667063225;17.29022262;;17.22;17.29022262;1.625;1.397;;;;;
Zapadno-Zimnee;3PO;пар;25261-18;2631.04;AC12;Песчаник нефтенасыщенный, мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.232017871;2.401235861;2.660838594;16.11599908;;15.38;16.11599908;1.308;1.092;;;;55.3;
Zapadno-Zimnee;3PO;пар;25262-18;2631.24;AC12;Песчаник мелкозернистый, с зернами сидерита.;;;;;;;2.279509922;2.449110377;2.718635457;16.15242435;;15.89;16.15242435;0.271;0.198;;;;;
Zapadno-Zimnee;3PO;пар;25263-18;2631.33;AC12;Песчаник полосчато нефтенасыщенный, мелкозернистый, с зернами сидерита.;;;;;;;2.294408088;2.440808081;2.666144836;13.9428565;;13.24;13.9428565;0.377;0.287;;;;57;
Zapadno-Zimnee;3PO;пар;25264-18;2631.5;AC12;Песчаник мелкозернистый, с интракластами аргиллита и зернами сидерита.;;;;;;;2.327191;2.468539458;2.689208;;13.4619;13.43;13.4619;0.182;0.126;;;;;
Zapadno-Zimnee;3PO;пар;25265-18;2631.7;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.150963808;2.354212786;2.667268111;19.35704553;;19.32;19.35704553;6.787;6.219;;;;48.4;
Zapadno-Zimnee;3PO;пар;25266-18;2631.74;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.160957308;2.359879922;2.666038614;18.94501088;;18.4;18.94501088;5.459;4.982;;;;;
Zapadno-Zimnee;3PO;пар;25267-18;2631.74;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.16491002;2.362225878;2.665882253;18.79198651;;18.64;18.79198651;5.478;4.999;;;;;
Zapadno-Zimnee;3PO;пар;25268-18;2631.78;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.14992521;2.352782625;2.664747954;19.31975381;;18.86;19.31975381;6.412;5.866;;;;;
Zapadno-Zimnee;3PO;пар;25269-18;2631.78;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.149874228;2.352685754;2.664540428;19.31538343;;18.71;19.31538343;6.352;5.809;;34.93149047;;;
Zapadno-Zimnee;3PO;пар;25270-18;2632.1;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.186229593;2.377008416;2.671653277;18.16941175;;17.41;18.16941175;4.688;4.234;;;;51.4;
Zapadno-Zimnee;3PO;пар;25271-18;2632.18;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.175785175;2.370837809;2.672181383;18.57644138;;17.95;18.57644138;4.556;4.15;;;;;
Zapadno-Zimnee;3PO;пар;25272-18;2632.18;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.1780497;2.372805983;2.674035645;18.54821741;;17.82;18.54821741;4.563;4.156;;;;;
Zapadno-Zimnee;3PO;пар;25273-18;2632.36;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.174812835;2.370373567;2.672575526;18.62483159;;18.53;18.62483159;4.954;4.484;;;;52.1;
Zapadno-Zimnee;3PO;пар;25274-18;2632.51;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.168714978;2.366724522;2.672742061;18.85805182;;18.11;18.85805182;3.476;3.123;;;;;
Zapadno-Zimnee;3PO;пар;25275-18;2632.51;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.177289684;2.371230792;2.67055712;18.47058177;;17.86;18.47058177;3.61;3.235;;39.36707582;;;
Zapadno-Zimnee;3PO;пар;25276-18;2632.58;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.165292618;2.363270701;2.668425778;18.85505544;;18.67;18.85505544;5.629;5.122;;;;48.4;
Zapadno-Zimnee;3PO;пар;25277-18;2632.7;AC12;Песчаник тонко-мелкозернистый, алевритистый, с многочисленными растительными остатками и зернами сидерита.;;;;;;;2.208144193;2.366100886;2.599146684;15.04349458;;14.22;15.04349458;0.166;0.115;;;;;
Zapadno-Zimnee;3PO;пар;25278-18;2632.92;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.149368392;2.353306853;2.667461771;19.42271054;;18.81;19.42271054;10.558;9.85;;32.22216835;;;
Zapadno-Zimnee;3PO;пар;25279-18;2632.92;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.154083087;2.356020286;2.667004422;19.23211413;;19.2;19.23211413;11.338;10.587;;;;;
Zapadno-Zimnee;3PO;пар;25280-18;2633;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.154561759;2.356846061;2.668689341;19.26517165;;18.91;19.26517165;10.236;9.542;;32.24729934;;;
Zapadno-Zimnee;3PO;пар;25281-18;2633;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.145998988;2.351985109;2.669741571;19.61772588;;18.91;19.61772588;10.708;9.987;;32.34167282;;;
Zapadno-Zimnee;3PO;пар;25282-18;2633.04;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.149560822;2.35433869;2.670349932;19.50265405;;19.49;19.50265405;11.086;10.329;;;;45;
Zapadno-Zimnee;3PO;пар;25283-18;2633.22;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, пятнисто известковистый, с зернами сидерита.;;;;;;;2.167500577;2.367691629;2.678102662;19.06581449;;18.38;19.06581449;7.404;6.79;;;;;
Zapadno-Zimnee;3PO;пар;25284-18;2633.22;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, пятнисто известковистый, с зернами сидерита.;;;;;;;2.166576438;2.367128176;2.678097493;19.10016557;;18.7;19.10016557;7.985;7.332;;34.24575948;;;
Zapadno-Zimnee;3PO;пар;25285-18;2633.51;AC12;Песчаник тонко-мелкозернистый, известковистый, с зернами сидерита.;;;;;;;2.464039989;2.554564082;2.696515849;8.621342249;;8.36;8.621342249;0.053;0.031;;;;;
Zapadno-Zimnee;3PO;пар;25286-18;2633.76;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, пятнисто известковистый, с зернами сидерита.;;;;;;;2.173877571;2.371253585;2.677113812;18.7977156;;18.64;18.7977156;9.752;9.09;;;;;
Zapadno-Zimnee;3PO;пар;25287-18;2633.76;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, пятнисто известковистый, с зернами сидерита.;;;;;;;2.178701803;2.374250684;2.677317451;18.62370289;;18.14;18.62370289;9.953;9.279;;;;;
Zapadno-Zimnee;3PO;пар;25288-18;2633.9;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.185346934;2.381125189;2.686204484;18.64554811;;17.81;18.64554811;4.147;3.726;;;;53.9;
Zapadno-Zimnee;3PO;пар;25289-18;2634.01;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.179003409;2.374282577;2.676843119;18.59801594;;18.17;18.59801594;5.616;5.126;;;;;
Zapadno-Zimnee;3PO;пар;25290-18;2634.01;AC12;Песчаник нефтенасыщенный, тонко-мелкозернистый, алевритистый, с зернами сидерита.;;;;;;;2.179661014;2.374917486;2.677579872;18.59585456;;18.57;18.59585456;5.274;4.811;;;;;
