Well;SampleID;Zone;Porosity;Permeability_Kl;Rt;Sw;RI;Temp;Rw;Salinity;Condition
8PO;24588-18;AC11;18.15249827;3.787;11.16067902;84.85065833;1.324469018;20;0.379900033;17.6;AC
8PO;24593-18;AC11;21.02130997;40.119;17.95073876;55.43182271;2.746759036;20;0.379900033;17.6;AC
8PO;24612-18;AC11;17.91837474;2.722;12.01301096;85.52312717;1.269347501;20;0.379900033;17.6;AC
8PO;24613-18;AC11;19.86232133;11.046;14.51385868;70.13566252;1.912299774;20;0.379900033;17.6;AC
8PO;24618-18;AC11;19.22458763;4.536;11.78701234;81.44060554;1.468751899;20;0.379900033;17.6;AC
8PO;24619-18;AC11;18.50844235;3.22;11.50614957;84.80331366;1.324960862;20;0.379900033;17.6;AC
8PO;24621-18;AC11;19.44930671;6.521;13.5833892;73.45104802;1.764881324;20;0.379900033;17.6;AC
8PO;24622-18;AC11;19.99636298;10.098;14.61685704;66.16708814;2.006464414;20;0.379900033;17.6;AC
8PO;24625-18;AC11;18.62567566;2.263;10.93683319;86.6683199;1.316840039;20;0.379900033;17.6;AC
8PO;24627-18;AC11;17.36834351;1.213;10.59109603;89.39168939;1.178470542;20;0.379900033;17.6;AC
8PO;24634-18;AC11;20.25724492;13.358;14.21215386;66.46455963;2.039181036;20;0.379900033;17.6;AC
8PO;24637-18;AC11;19.80455941;12.483;14.00752051;67.61699;1.983758658;20;0.379900033;17.6;AC
8PO;24640-18;AC11;17.20417518;2.518;11.4954421;87.7623593;1.253434931;20;0.379900033;17.6;AC
8PO;24646-18;AC11;16.81122711;1.307;11.89219052;90.33234247;1.2263432;20;0.379900033;17.6;AC
8PO;24650-18;AC11;18.24049791;2.684;10.72743411;86.06540779;1.299980994;20;0.379900033;17.6;AC
8PO;24658-18;AC11;9.983084855;0.262;27.77319172;94.24460367;1.161064851;20;0.379900033;17.6;AC
8PO;24659-18;AC11;10.08068264;0.157;24.05764669;95.2549562;1.086535307;20;0.379900033;17.6;AC
8PO;24664-18;AC11;7.888583687;0.3;38.03296975;94.09784173;1.122830762;20;0.379900033;17.6;AC
8PO;24669-18;AC11;14.15160145;0.141;14.69192131;94.579956;1.102998266;20;0.379900033;17.6;AC
8PO;24674-18;AC11;6.900183354;0.12;51.34096498;95.61218272;1.13139077;20;0.379900033;17.6;AC
8PO;24690-18;AC11;11.80201924;0.125;21.0065769;94.21953046;1.134892272;20;0.379900033;17.6;AC
1PO;29676-17;AC10;12.43870036;0.204;30.94217439;0.944992517;1.153534566;20;0.674007962;9.43;AC
1PO;29681-17;AC10;13.05233737;0.398;26.24324885;0.932310507;1.069985903;20;0.674007962;9.43;AC
2PO;23817-18;AC9-1;18.80004836;3.445;17.55807553;61.35915773;2.270705698;20;0.379900033;17.6;AC
2PO;23823-18;AC9-1;22.77122658;55.98;33.24860592;34.65578309;5.975906018;20;0.379900033;17.6;AC
2PO;23855-18;AC9-1;10.86609978;0.161;21.87434182;90.4705812;1.175228769;20;0.379900033;17.6;AC
1PO;26271-17;AC9;22.1867358;77.755;77.4640892;0.337167095;6.709804646;20;0.674007962;9.43;AC
1PO;26280-17;AC9;20.17660978;20.232;57.98397354;0.411888515;4.522592771;20;0.674007962;9.43;AC
1PO;26322-17;AC9;18.48521074;9.055;45.61154453;0.504132231;3.162983254;20;0.674007962;9.43;AC
1PO;26341-17;AC9;21.76600104;53.57;59.37535001;0.379399749;5.261597171;20;0.674007962;9.43;AC
1PO;26358-17;AC9;21.84114613;123.538;71.39652187;0.327565212;6.137250251;20;0.674007962;9.43;AC
1PO;26365-17;AC9;21.50185839;139.984;79.45185501;0.31136562;7.045062917;20;0.674007962;9.43;AC
1PO;26369-17;AC9;19.96879804;39.961;75.89838404;0.393117172;5.283539586;20;0.674007962;9.43;AC
1PO;26442-17;AC9;23.32127856;403.469;111.4129746;0.245062642;11.24654417;20;0.674007962;9.43;AC
1PO;26447-17;AC9;22.00115408;72.766;61.77834585;0.377816997;4.875215302;20;0.674007962;9.43;AC
1PO;26450-17;AC9;15.94364497;0.408;22.066006;0.866973947;1.244901862;20;0.674007962;9.43;AC
1PO;26452-17;AC9;15.11273001;0.245;20.04681468;0.909706987;1.142009125;20;0.674007962;9.43;AC
3PO;24835-18;AC9;20.97532153;32.91;35.55005109;38.17394379;5.29148789;20;0.372136263;18;AC
3PO;24841-18;AC9;21.40973949;71.8;38.92187753;35.90494004;6.111407204;20;0.372136263;18;AC
3PO;24845-18;AC9;19.75249968;25.996;33.85938401;42.6282877;4.597093759;20;0.372136263;18;AC
3PO;24857-18;AC9;13.69131458;0.232;18.89432013;85.61213194;1.280436555;20;0.372136263;18;AC
3PO;24859-18;AC9;19.28880054;8.757;31.45422986;45.72975575;4.140743589;20;0.372136263;18;AC
3PO;24863-18;AC9;20.37860754;11.155;31.95057878;41.15291696;4.65213454;20;0.372136263;18;AC
3PO;24879-18;AC9;21.34456453;50.251;40.51122786;35.00748162;6.223938634;20;0.372136263;18;AC
3PO;24881-18;AC9;21.17205835;42.505;40.28107777;35.24771567;6.287116937;20;0.372136263;18;AC
3PO;24892-18;AC9;20.93365958;28.459;34.72825977;38.41195621;5.208279731;20;0.372136263;18;AC
3PO;24893-18;AC9;21.05545155;31.08;40.63541176;35.02809247;5.8246042;20;0.372136263;18;AC
3PO;24897-18;AC9;22.00885313;78.332;41.31556739;32.34140715;6.888287471;20;0.372136263;18;AC
3PO;24903-18;AC9;21.66110124;34.182;34.53289998;37.19267165;5.475276441;20;0.372136263;18;AC
3PO;24921-18;AC9;20.22309128;6.049;25.89658208;49.93944933;3.4315977;20;0.372136263;18;AC
3PO;24933-18;AC9;10.11580381;0.071;26.63036006;93.55086276;1.111229939;20;0.372136263;18;AC
3PO;24955-18;AC9;17.46935022;0.697;17.0294894;72.49351886;1.755587996;20;0.372136263;18;AC
3PO;24960-18;AC9;18.26960271;1.059;20.43696865;63.54646648;2.301114474;20;0.372136263;18;AC
3PO;24976-18;AC9;11.88095259;0.054;18.15673746;92.41396773;1.153963545;20;0.372136263;18;AC
3PO;24985-18;AC9;12.1252096;0.012;16.82596551;96.56783202;1.119360145;20;0.372136263;18;AC
3PO;24990-18;AC9;18.69785129;3.158;22.74405875;56.12808381;2.684257553;20;0.372136263;18;AC
