Well;SampleID;Zone;Porosity;Permeability_Kl;Rt;Sw;RI;Temp;Rw;Salinity;Condition
3PO;24991-18;AC9;12.31165063;0.417;32.28408939;73.25937547;1.74610435;20;0.372136263;18;AC
3PO;25008-18;AC9;12.16373782;0.016;16.472716;96.36859907;1.079942083;20;0.372136263;18;AC
3PO;25013-18;AC9;12.03385542;0.023;16.05533119;95.25363403;1.113416112;20;0.372136263;18;AC
3PO;25016-18;AC9;17.61433212;1.962;25.17269205;60.50632911;2.416532431;20;0.372136263;18;AC
3PO;25020-18;AC9;6.786621983;0.096;53.0306115;88.63193173;1.264355965;20;0.372136263;18;AC
8PO;24355-18;AC9;12.84151782;0.075;17.58286732;92.90536892;1.200581583;20;0.379900033;17.6;AC
8PO;24357-18;AC9;11.72383271;0.101;19.96441789;91.77431916;1.13483268;20;0.379900033;17.6;AC
8PO;24363-18;AC9;22.99338932;247.89;57.84054839;26.46285971;10.20933354;20;0.379900033;17.6;AC
8PO;24383-18;AC9;24.86774409;929.638;62.48410571;22.57162531;13.39452626;20;0.379900033;17.6;AC
8PO;24385-18;AC9;25.24755703;1059.514;84.82352036;18.72453862;18.49958606;20;0.379900033;17.6;AC
8PO;24391-18;AC9;22.37510997;31.175;29.23673966;40.32050393;4.640046511;20;0.379900033;17.6;AC
8PO;24394-18;AC9;22.163728;59.744;36.35736185;34.4358016;6.153860031;20;0.379900033;17.6;AC
8PO;24399-18;AC9;16.41473278;0.169;11.19724467;89.66356824;1.194861887;20;0.379900033;17.6;AC
8PO;24401-18;AC9;15.09434695;0.082;14.20428653;91.17606431;1.211950271;20;0.379900033;17.6;AC
8PO;24405-18;AC9;9.346406051;0.153;31.1686741;93.32301649;1.167878266;20;0.379900033;17.6;AC
8PO;24411-18;AC9;12.67820894;0.029;14.99798728;94.10831358;1.136359271;20;0.379900033;17.6;AC
8PO;24414-18;AC9;20.04761571;3.623;19.97163892;56.5603924;2.799773717;20;0.379900033;17.6;AC
8PO;24413-18;AC9;19.90738349;3.274;18.03227214;55.99757299;2.536178013;20;0.379900033;17.6;AC
8PO;24417-18;AC9;13.44210216;0.128;15.66616904;93.71892352;1.109679245;20;0.379900033;17.6;AC
8PO;24419-18;AC9;17.18878913;0.579;16.19647435;72.93345032;1.729867532;20;0.379900033;17.6;AC
8PO;24425-18;AC9;20.40117603;9.559;27.01942562;43.74198596;4.03016543;20;0.379900033;17.6;AC
8PO;24426-18;AC9;20.91996777;6.417;23.30455049;50.03932879;3.364030756;20;0.379900033;17.6;AC
8PO;24438-18;AC9;22.10516023;169.266;56.88086299;28.2544979;9.354928201;20;0.379900033;17.6;AC
8PO;24441-18;AC9;22.04087224;118.584;41.82502495;31.71421732;6.960190151;20;0.379900033;17.6;AC
8PO;24443-18;AC9;10.83940545;0.152;28.16197528;86.6479568;1.33701129;20;0.379900033;17.6;AC
8PO;24449-18;AC9;19.59564637;26.219;42.84095106;37.69154721;5.370312478;20;0.379900033;17.6;AC
8PO;24461-18;AC9;20.21158994;37.969;28.57128513;42.5582053;4.27907864;20;0.379900033;17.6;AC
8PO;24469-18;AC9;22.33710952;20.913;25.98199092;43.70584523;4.066182761;20;0.379900033;17.6;AC
8PO;24473-18;AC9;22.01203981;47.379;31.07581363;41.10768467;4.952757322;20;0.379900033;17.6;AC
8PO;24478-18;AC9;22.75688972;55.771;35.50545274;35.02541861;5.977031057;20;0.379900033;17.6;AC
8PO;24483-18;AC9;21.93533401;53.222;35.11959476;36.70374757;5.536738288;20;0.379900033;17.6;AC
8PO;24485-18;AC9;11.93626114;0.043;19.26918893;95.07860837;1.123383718;20;0.379900033;17.6;AC
8PO;24494-18;AC9;11.98619434;0.109;17.01617148;93.4925394;1.18253138;20;0.379900033;17.6;AC
8PO;24496-18;AC9;12.10095354;0.185;17.33669523;90.02991404;1.141626629;20;0.379900033;17.6;AC
8PO;24499-18;AC9;11.87944463;0.086;15.85802206;93.49559465;1.085015196;20;0.379900033;17.6;AC
8PO;24505-18;AC9;11.55660591;0.052;18.03104809;93.95218083;1.121732806;20;0.379900033;17.6;AC
8PO;24517-18;AC9;11.63522583;0.259;21.96697205;88.23200671;1.323009445;20;0.379900033;17.6;AC
8PO;24521-18;AC9;11.60155235;0.098;19.59667862;91.15610659;1.194487016;20;0.379900033;17.6;AC
8PO;24522-18;AC9;9.886535588;0.207;27.89873158;89.65667791;1.230137325;20;0.379900033;17.6;AC
8PO;24526-18;AC9;9.738897854;0.319;30.15592117;88.58373448;1.2307853;20;0.379900033;17.6;AC
8PO;24334-18;AC8;12.33171465;0.054;16.64005681;93.6105907;1.11112228;20;0.379900033;17.6;AC
8PO;24348-18;AC8;12.60684793;0.813;24.10198512;72.40057104;1.645396313;20;0.379900033;17.6;AC
1PO;29722-17;AC12;15.4288983;0.45;14.82891005;0.825076865;1.390112215;20;0.379900033;17.6;AC
1PO;29733-17;AC12;17.89403974;3.922;24.96324979;0.539945782;2.949168368;20;0.379900033;17.6;AC
1PO;29737-17;AC12;20.00425721;10.725;24.80383179;0.480036982;3.474756477;20;0.379900033;17.6;AC
1PO;29738-17;AC12;19.2156809;6.596;23.58332304;0.513312167;3.102448336;20;0.379900033;17.6;AC
1PO;29742-17;AC12;17.69332072;3.134;19.21385633;0.588690875;2.392555438;20;0.379900033;17.6;AC
1PO;29746-17;AC12;20.3776536;16.784;27.4107062;0.417693776;4.219149905;20;0.379900033;17.6;AC
1PO;29756-17;AC12;17.72927575;4.25;22.19249089;0.529684918;2.810900314;20;0.379900033;17.6;AC
1PO;29761-17;AC12;18.5467496;3.999;18.15814599;0.57793517;2.414112649;20;0.379900033;17.6;AC
1PO;29767-17;AC12;17.92955215;2.59;17.56018891;0.655002105;2.036750125;20;0.379900033;17.6;AC
1PO;29770-17;AC12;19.93254653;8.053;21.75706026;0.516672738;3.12095448;20;0.379900033;17.6;AC
1PO;29779-17;AC12;14.51715561;0.551;16.03760643;0.744130845;1.559412936;20;0.379900033;17.6;AC
1PO;29792-17;AC12;19.16603308;1.762;17.57561978;0.627852155;2.142798713;20;0.379900033;17.6;AC
1PO;29799-17;AC12;18.744285;3.056;17.06060652;0.62883514;2.251685023;20;0.379900033;17.6;AC
1PO;29808-17;AC12;18.53522441;2.674;16.27664414;0.617637575;2.166123612;20;0.379900033;17.6;AC
1PO;29813-17;AC12;18.04277829;2.089;15.30125393;0.678138891;1.851332;20;0.379900033;17.6;AC
1PO;29819-17;AC12;17.87307132;3.357;20.14917037;0.591320222;2.497188667;20;0.379900033;17.6;AC
1PO;29827-17;AC12;18.32809704;5.68;23.00397932;0.525580312;3.00833184;20;0.379900033;17.6;AC
1PO;29836-17;AC12;18.7978384;4.895;20.89876239;0.544382647;2.827925319;20;0.379900033;17.6;AC
1PO;29850-17;AC12;18.20852622;5.585;22.78850518;0.526818657;2.999792441;20;0.379900033;17.6;AC
1PO;29858-17;AC12;16.97261051;0.974;14.01340088;0.751327617;1.599531455;20;0.379900033;17.6;AC
1PO;29864-17;AC12;20.20532384;28.692;31.0273874;0.410537896;4.60653048;20;0.379900033;17.6;AC
1PO;29871-17;AC12;18.1804332;2.119;17.49201784;0.646749903;2.080628234;20;0.379900033;17.6;AC
3PO;25204-18;AC12;19.97898713;7.895;29.88868096;43.80254304;3.970355516;20;0.379900033;17.6;AC
3PO;25207-18;AC12;19.55632977;5.835;30.35630267;45.38455313;3.973094129;20;0.379900033;17.6;AC
3PO;25212-18;AC12;19.14973682;5.008;27.59222214;46.51275467;3.577270526;20;0.379900033;17.6;AC
3PO;25217-18;AC12;15.25037662;0.195;15.83640356;84.2707689;1.327070049;20;0.379900033;17.6;AC
3PO;25224-18;AC12;19.09696217;3.733;27.13087778;48.47539075;3.371107007;20;0.379900033;17.6;AC
3PO;25225-18;AC12;19.13194088;5.534;28.26706203;47.77047788;3.439839052;20;0.379900033;17.6;AC
3PO;25229-18;AC12;18.7639812;5.325;27.49304707;48.36254555;3.543998582;20;0.379900033;17.6;AC
3PO;25233-18;AC12;17.75717015;2.194;21.7766404;56.91644511;2.547801639;20;0.379900033;17.6;AC
3PO;25235-18;AC12;18.61095421;2.863;24.37217152;54.25597666;2.787570104;20;0.379900033;17.6;AC
3PO;25269-18;AC12;19.31538343;6.352;32.26563375;45.69932327;3.811741525;20;0.379900033;17.6;AC
3PO;25292-18;AC12;11.60975523;0.036;20.76328776;93.17647241;1.16846503;20;0.379900033;17.6;AC
3PO;25298-18;AC12;18.82895926;1.657;21.1931427;59.18002236;2.512757497;20;0.379900033;17.6;AC
3PO;25303-18;AC12;17.93080752;1.602;20.16541429;61.28500222;2.250317961;20;0.379900033;17.6;AC
3PO;25308-18;AC12;18.27379695;1.965;24.01832168;53.55744702;2.785946494;20;0.379900033;17.6;AC
3PO;25321-18;AC12;17.32309625;1.063;22.14646644;59.78788881;2.40231013;20;0.379900033;17.6;AC
3PO;25326-18;AC12;18.59793243;3.505;26.2886578;49.51625714;3.177751018;20;0.379900033;17.6;AC
3PO;25328-18;AC12;17.2405541;0.922;18.96380288;63.50917606;2.081174786;20;0.379900033;17.6;AC
3PO;25336-18;AC12;18.51966239;3.993;27.34520704;49.73878169;3.203566363;20;0.379900033;17.6;AC
3PO;25342-18;AC12;18.01847946;3.304;28.76876147;49.49428571;3.224082234;20;0.379900033;17.6;AC
3PO;25351-18;AC12;18.05182455;4.45;31.85002141;46.73833967;3.502253707;20;0.379900033;17.6;AC
3PO;25374-18;AC12;18.35497356;6.815;36.44295918;43.25622368;4.256235589;20;0.379900033;17.6;AC
3PO;25381-18;AC12;17.85633459;2.313;29.45448002;50.38196792;3.107307273;20;0.379900033;17.6;AC
3PO;25391-18;AC12;16.79409749;2.744;30.41863022;53.49509094;2.957521409;20;0.379900033;17.6;AC
3PO;25402-18;AC12;17.22631105;4.324;30.62298365;49.60260345;3.341932425;20;0.379900033;17.6;AC
3PO;25407-18;AC12;17.13199901;2.571;28.18544861;53.13546709;2.921064778;20;0.379900033;17.6;AC
8PO;24699-18;AC12;12.03665451;0.264;25.34455769;80.65299319;1.450739724;20;0.379900033;17.6;AC
8PO;24756-18;AC12;14.60176991;2.291;38.08475852;53.65505248;2.938496395;20;0.379900033;17.6;AC
8PO;24757-18;AC12;14.17313955;2.018;36.28939876;55.19143205;2.809810937;20;0.379900033;17.6;AC
8PO;24759-18;AC12;13.23542805;0.879;33.83769763;62.58364058;2.214621501;20;0.379900033;17.6;AC
8PO;24766-18;AC12;15.82536777;0.769;23.64670709;65.93522916;2.040325803;20;0.379900033;17.6;AC
1PO;29701-17;AC11;12.20948002;0.273;23.67928212;0.85420735;1.314045657;20;0.379900033;17.6;AC
1PO;29712-17;AC11;9.613652354;0.536;43.53877711;0.721625157;1.796039553;20;0.379900033;17.6;AC
2PO;23872-18;AC11;19.99838204;7.301;23.30950486;47.90667;3.37217116;20;0.379900033;17.6;AC
2PO;23871-18;AC11;20.12349714;6.608;21.85616214;50.10019589;3.187605316;20;0.379900033;17.6;AC
2PO;23876-18;AC11;18.20848834;1.721;15.61853579;64.75058794;2.068163096;20;0.379900033;17.6;AC
2PO;23880-18;AC11;20.11414963;9.283;23.78388349;45.94225272;3.470798189;20;0.379900033;17.6;AC
2PO;23898-18;AC11;20.83794899;14.436;25.59932385;43.54221766;4.099092429;20;0.379900033;17.6;AC
2PO;23906-18;AC11;21.22656813;13.378;25.43246199;43.43013133;4.215487779;20;0.379900033;17.6;AC
2PO;23911-18;AC11;21.8363918;31.733;27.96678189;41.08784213;4.792317402;20;0.379900033;17.6;AC
2PO;23934-18;AC11;20.14271413;11.557;26.80787599;41.98013642;4.165356692;20;0.379900033;17.6;AC
2PO;23936-18;AC11;20.3174105;9.959;26.66949693;44.81161953;4.291161849;20;0.379900033;17.6;AC
2PO;23938-18;AC11;20.24778261;8.451;24.18003266;48.60115659;3.733316569;20;0.379900033;17.6;AC
2PO;23945-18;AC11;21.3338692;13.688;25.74422272;42.06537387;4.365486025;20;0.379900033;17.6;AC
2PO;23947-18;AC11;20.62262509;12.483;28.43426642;41.22090335;4.795431526;20;0.379900033;17.6;AC
2PO;23953-18;AC11;20.35935104;6.384;23.33272288;48.52587852;3.671625804;20;0.379900033;17.6;AC
2PO;23955-18;AC11;19.93887437;6.733;24.1722466;46.14867839;3.687622516;20;0.379900033;17.6;AC
2PO;23967-18;AC11;19.11225222;5.822;22.6423111;49.53326244;3.176123524;20;0.379900033;17.6;AC
2PO;23975-18;AC11;19.76644743;8.613;21.24008282;49.33197464;3.296227827;20;0.379900033;17.6;AC
2PO;23976-18;AC11;20.37058581;13.931;26.43518944;43.74091387;4.232697363;20;0.379900033;17.6;AC
2PO;23982-18;AC11;18.5720315;4.915;21.32204874;50.60422228;2.995764067;20;0.379900033;17.6;AC
2PO;23988-18;AC11;20.1238949;8.871;22.54228226;47.56668748;3.371466892;20;0.379900033;17.6;AC
2PO;23992-18;AC11;17.72114196;1.331;15.97657034;65.70940702;2.112665589;20;0.379900033;17.6;AC
2PO;23995-18;AC11;16.42498569;0.838;18.07221068;72.16290917;1.856290509;20;0.379900033;17.6;AC
2PO;24001-18;AC11;19.27296155;4.036;20.04483379;54.02470287;2.770280459;20;0.379900033;17.6;AC
2PO;24011-18;AC11;19.71136066;6.85;27.00152145;46.19838347;4.06465466;20;0.379900033;17.6;AC
2PO;24028-18;AC11;20.67449397;18.267;27.6312338;42.52728617;4.346731561;20;0.379900033;17.6;AC
2PO;24030-18;AC11;20.77914793;18.67;26.98013156;40.12910906;4.491117107;20;0.379900033;17.6;AC
2PO;24033-18;AC11;20.73713658;16.992;28.11313358;42.86741789;4.386872422;20;0.379900033;17.6;AC
2PO;24043-18;AC11;19.07877164;5.3;23.72232075;51.55886909;3.302312613;20;0.379900033;17.6;AC
2PO;24045-18;AC11;19.35066961;7.281;21.55412343;49.87879353;3.17453739;20;0.379900033;17.6;AC
2PO;24046-18;AC11;19.45327602;7.39;21.14472047;50.34090909;3.169760503;20;0.379900033;17.6;AC
2PO;24048-18;AC11;16.28619141;1.07;15.64484229;71.1106134;1.72754872;20;0.379900033;17.6;AC
2PO;24054-18;AC11;20.42451257;12.705;25.93094531;45.70568098;3.982275921;20;0.379900033;17.6;AC
2PO;24066-18;AC11;19.39508083;7.572;23.10798399;49.00757681;3.333668323;20;0.379900033;17.6;AC
2PO;24069-18;AC11;18.88262577;5.244;19.6678442;53.46831916;2.732980833;20;0.379900033;17.6;AC
2PO;24071-18;AC11;18.09291385;3.435;21.08054784;56.21607016;2.724028407;20;0.379900033;17.6;AC
2PO;24075-18;AC11;20.21864077;14.578;24.42522378;43.51776696;3.824869766;20;0.379900033;17.6;AC
2PO;24082-18;AC11;20.29229478;16.552;28.34295695;43.02050825;4.489420351;20;0.379900033;17.6;AC
2PO;24092-18;AC11;19.82090239;2.994;21.95162958;51.15407743;3.361318567;20;0.379900033;17.6;AC
2PO;24098-18;AC11;18.87915598;5.976;23.34897994;48.69329503;3.316158555;20;0.379900033;17.6;AC
2PO;24100-18;AC11;14.23228434;0.501;17.13212848;79.94151683;1.449266552;20;0.379900033;17.6;AC
2PO;24111-18;AC11;19.99468799;12.851;29.7527087;40.92956969;4.349604276;20;0.379900033;17.6;AC
2PO;24117-18;AC11;18.59981003;2.723;20.25856795;55.15216753;2.77489275;20;0.379900033;17.6;AC
3PO;25052-18;AC11;19.7773667;15.453;34.06779922;41.40373471;4.482614192;20;0.379900033;17.6;AC
3PO;25095-18;AC11;19.74812938;7.399;27.99758694;46.48983445;3.843089435;20;0.379900033;17.6;AC
3PO;25099-18;AC11;20.27827282;11.522;29.35171731;44.2103067;4.183802363;20;0.379900033;17.6;AC
3PO;25114-18;AC11;19.42937384;8.544;28.82759627;45.262611;4.035869174;20;0.379900033;17.6;AC
3PO;25126-18;AC11;19.25028439;7.985;31.10487814;44.79516137;4.023603369;20;0.379900033;17.6;AC
3PO;25140-18;AC11;19.27715788;6.857;28.93608045;45.91318985;3.852638207;20;0.379900033;17.6;AC
3PO;25145-18;AC11;17.28018284;1.683;19.359516;63.85680316;2.093880143;20;0.379900033;17.6;AC
3PO;25146-18;AC11;19.00129912;7.502;28.31327698;45.6576388;3.836658349;20;0.379900033;17.6;AC
3PO;25147-18;AC11;15.09512369;0.431;18.42085815;80.84322659;1.468352274;20;0.379900033;17.6;AC
3PO;25148-18;AC11;18.99587545;3.102;23.31666463;56.53746227;2.735002851;20;0.379900033;17.6;AC
3PO;25151-18;AC11;20.1894765;10.439;27.59236374;47.1916455;3.80996473;20;0.379900033;17.6;AC
3PO;25152-18;AC11;20.3202994;9.916;27.5257531;46.32025451;3.670536601;20;0.379900033;17.6;AC
3PO;25157-18;AC11;14.16730114;0.19;16.71378351;83.47265722;1.338840913;20;0.379900033;17.6;AC
3PO;25171-18;AC11;17.22999093;0.853;20.14599633;67.90804844;2.032804258;20;0.379900033;17.6;AC
3PO;25175-18;AC11;19.25539053;4.723;27.49697385;49.76669654;3.295601593;20;0.379900033;17.6;AC
3PO;25188-18;AC11;9.460859953;0.014;30.12742495;96.80101414;1.104454399;20;0.379900033;17.6;AC
8PO;24565-18;AC11;19.30228399;8.161;27.56581324;50.80518223;3.309761151;20;0.379900033;17.6;AC
8PO;24566-18;AC11;16.58692185;0.604;15.41439697;78.21949911;1.535749;20;0.379900033;17.6;AC
8PO;24586-18;AC11;20.05746045;8.076;21.76915233;54.10124589;2.950945192;20;0.379900033;17.6;AC
8PO;24588-18;AC11;18.15249827;3.787;21.51106641;58.22019571;2.55277846;20;0.379900033;17.6;AC
8PO;24593-18;AC11;21.02130997;40.119;36.72806759;37.5035976;5.619999984;20;0.379900033;17.6;AC
8PO;24612-18;AC11;17.91837474;2.722;24.75232968;57.72574017;2.615439871;20;0.379900033;17.6;AC
8PO;24613-18;AC11;19.86232133;11.046;27.09385003;48.77578517;3.56979935;20;0.379900033;17.6;AC
8PO;24618-18;AC11;19.22458763;4.536;21.75976069;55.94677085;2.711432625;20;0.379900033;17.6;AC
8PO;24619-18;AC11;18.50844235;3.22;20.98154041;60.8239496;2.41607496;20;0.379900033;17.6;AC
8PO;24621-18;AC11;19.44930671;6.521;25.61372877;50.25380711;3.327975875;20;0.379900033;17.6;AC
8PO;24622-18;AC11;19.99636298;10.098;29.34017372;43.85309607;4.027542602;20;0.379900033;17.6;AC
8PO;24625-18;AC11;18.62567566;2.263;19.98252768;59.61314321;2.405979141;20;0.379900033;17.6;AC
8PO;24627-18;AC11;17.36834351;1.213;18.91536954;66.55236655;2.104711894;20;0.379900033;17.6;AC
8PO;24634-18;AC11;20.25724492;13.358;30.31980051;42.40401801;4.350330204;20;0.379900033;17.6;AC
8PO;24637-18;AC11;19.80455941;12.483;30.90392641;42.69773036;4.37664407;20;0.379900033;17.6;AC
8PO;24640-18;AC11;17.20417518;2.518;23.33586482;59.51177776;2.544485707;20;0.379900033;17.6;AC
8PO;24646-18;AC11;16.81122711;1.307;20.5918803;65.00361533;2.123470217;20;0.379900033;17.6;AC
8PO;24650-18;AC11;18.24049791;2.684;21.08134883;57.49253278;2.554697845;20;0.379900033;17.6;AC
8PO;24658-18;AC11;9.983084855;0.262;29.75839509;86.31593666;1.244056747;20;0.379900033;17.6;AC
8PO;24659-18;AC11;10.08068264;0.157;27.72931486;90.6551687;1.25236188;20;0.379900033;17.6;AC
8PO;24664-18;AC11;7.888583687;0.3;48.34061027;80.71366906;1.427138732;20;0.379900033;17.6;AC
8PO;24669-18;AC11;14.15160145;0.141;16.55654047;88.869615;1.242984838;20;0.379900033;17.6;AC
8PO;24674-18;AC11;6.900183354;0.12;52.26116769;92.08708614;1.151669096;20;0.379900033;17.6;AC
8PO;24690-18;AC11;11.80201924;0.125;23.1295546;89.93895938;1.249587351;20;0.379900033;17.6;AC
1PO;29676-17;AC10;12.43870036;0.204;32.4133436;0.871950828;1.208380244;20;0.674007962;9.43;AC
1PO;29681-17;AC10;13.05233737;0.398;33.6016018;0.826637978;1.369999593;20;0.674007962;9.43;AC
2PO;23816-18;AC9-1;14.33772129;0.373;25.62650033;60.8259587;2.258185235;20;0.379900033;17.6;AC
2PO;23817-18;AC9-1;18.80004836;3.445;31.84345262;44.31893127;4.118168258;20;0.379900033;17.6;AC
2PO;23822-18;AC9-1;21.73725528;20.898;56.24096144;28.0393751;9.21375593;20;0.379900033;17.6;AC
2PO;23823-18;AC9-1;22.77122658;55.98;60.68322373;24.44530391;10.90684051;20;0.379900033;17.6;AC
2PO;23826-18;AC9-1;11.77060103;0.153;31.67699116;68.92011573;1.938113551;20;0.379900033;17.6;AC
2PO;23827-18;AC9-1;11.88041807;0.221;32.4666621;68.74994117;1.799038949;20;0.379900033;17.6;AC
2PO;23837-18;AC9-1;11.7172218;0.355;40.98076906;59.5361528;2.531726736;20;0.379900033;17.6;AC
2PO;23839-18;AC9-1;12.44225111;0.169;29.30127643;69.68663125;1.915181356;20;0.379900033;17.6;AC
2PO;23855-18;AC9-1;10.86609978;0.161;37.88509979;65.51298416;2.03542852;20;0.379900033;17.6;AC
2PO;23856-18;AC9-1;10.00396241;0.196;44.65256763;67.24843922;2.012709684;20;0.379900033;17.6;AC
1PO;26252-17;AC9;11.59810539;3.425;102.2383233;0.439734127;3.771493967;20;0.674007962;9.43;AC
1PO;26253-17;AC9;13.29387187;7.249;133.3553808;0.331483723;6.095060358;20;0.674007962;9.43;AC
1PO;26258-17;AC9;15.4469771;7.618;148.0448896;0.318522246;7.395488375;20;0.674007962;9.43;AC
1PO;26262-17;AC9;12.77735513;0.17;52.70739632;0.750545637;1.713705601;20;0.674007962;9.43;AC
1PO;26268-17;AC9;21.23462323;135.974;239.9705338;0.183506364;20.11231743;20;0.674007962;9.43;AC
1PO;26270-17;AC9;22.01945001;77.296;142.8080765;0.249158249;11.60348268;20;0.674007962;9.43;AC
1PO;26271-17;AC9;22.1867358;77.755;140.7850905;0.244728578;12.19455962;20;0.674007962;9.43;AC
1PO;26277-17;AC9;21.89503143;75.193;146.3505524;0.231281419;12.47796229;20;0.674007962;9.43;AC
1PO;26278-17;AC9;22.05204656;72.595;133.3820162;0.243099187;10.64082793;20;0.674007962;9.43;AC
1PO;26279-17;AC9;20.08257828;20.083;84.85391646;0.332431152;6.622377946;20;0.674007962;9.43;AC
1PO;26280-17;AC9;20.17660978;20.232;89.17497247;0.318459766;6.955406145;20;0.674007962;9.43;AC
1PO;26296-17;AC9;21.21001391;100.511;134.5894024;0.243747494;11.1141172;20;0.674007962;9.43;AC
1PO;26297-17;AC9;21.76900053;115.067;132.8386312;0.235943113;11.35443239;20;0.674007962;9.43;AC
1PO;26303-17;AC9;20.30640669;74.664;133.3016393;0.256735951;10.81268676;20;0.674007962;9.43;AC
1PO;26310-17;AC9;18.1410756;9.237;65.97187492;0.381335063;4.667796831;20;0.674007962;9.43;AC
1PO;26312-17;AC9;15.90340432;2.89;59.24848142;0.469016856;3.435041924;20;0.674007962;9.43;AC
1PO;26316-17;AC9;18.48512763;9.045;73.83202003;0.352500348;5.81289353;20;0.674007962;9.43;AC
1PO;26321-17;AC9;18.47740489;9.653;67.97166617;0.390503539;4.833894746;20;0.674007962;9.43;AC
1PO;26322-17;AC9;18.48521074;9.055;69.64723144;0.3991963;4.829764679;20;0.674007962;9.43;AC
1PO;26323-17;AC9;20.09431343;75.417;182.1326523;0.222945364;13.84957868;20;0.674007962;9.43;AC
1PO;26328-17;AC9;11.65277566;7.167;203.4146156;0.34527277;5.713691981;20;0.674007962;9.43;AC
1PO;26330-17;AC9;11.74088348;3.932;195.6410732;0.366269507;5.622604805;20;0.674007962;9.43;AC
1PO;26331-17;AC9;11.44773705;3.473;189.178112;0.372924188;5.416913663;20;0.674007962;9.43;AC
1PO;26332-17;AC9;19.48359588;74.983;194.5930871;0.210802902;13.95621329;20;0.674007962;9.43;AC
1PO;26333-17;AC9;19.16232776;73.813;200.0372568;0.20993436;14.74022721;20;0.674007962;9.43;AC
1PO;26335-17;AC9;20.11000658;105.534;184.3493515;0.210583074;14.7358456;20;0.674007962;9.43;AC
1PO;26338-17;AC9;17.80754853;2.741;48.05221629;0.53164255;3.108410757;20;0.674007962;9.43;AC
1PO;26339-17;AC9;17.49817318;3.228;47.04511638;0.519853696;2.987365586;20;0.674007962;9.43;AC
1PO;26341-17;AC9;21.76600104;53.57;97.89721847;0.273717587;8.675245328;20;0.674007962;9.43;AC
1PO;26342-17;AC9;21.84013229;50.968;110.1410572;0.26483562;9.563760447;20;0.674007962;9.43;AC
1PO;26347-17;AC9;14.26096357;0.197;39.37479608;0.755652174;1.663424397;20;0.674007962;9.43;AC
1PO;26359-17;AC9;21.65521296;126.732;148.080829;0.240396477;12.20075154;20;0.674007962;9.43;AC
1PO;26358-17;AC9;21.84114613;123.538;128.5960273;0.243457455;11.05412393;20;0.674007962;9.43;AC
1PO;26361-17;AC9;20.81362346;110.413;130.8974319;0.248843199;11.04693449;20;0.674007962;9.43;AC
1PO;26360-17;AC9;20.7938559;118.68;143.7742643;0.227609002;12.69159066;20;0.674007962;9.43;AC
1PO;26362-17;AC9;20.99036178;113.208;157.7586668;0.22108193;13.22984551;20;0.674007962;9.43;AC
1PO;26365-17;AC9;21.50185839;139.984;128.6187066;0.233267888;11.40472907;20;0.674007962;9.43;AC
1PO;26369-17;AC9;19.96879804;39.961;106.6269743;0.292567014;7.422659211;20;0.674007962;9.43;AC
1PO;26374-17;AC9;14.00748298;2.789;69.44745684;0.514353913;3.124155983;20;0.674007962;9.43;AC
1PO;26389-17;AC9;22.03408866;128.486;119.3512861;0.242567782;10.88887537;20;0.674007962;9.43;AC
1PO;26392-17;AC9;12.44324229;0.215;40.54399299;0.816801372;1.352473001;20;0.674007962;9.43;AC
1PO;26397-17;AC9;18.80005551;2.738;55.5083088;0.498674675;3.605492185;20;0.674007962;9.43;AC
1PO;26400-17;AC9;18.29312384;6.886;73.66005573;0.395213269;4.643975491;20;0.674007962;9.43;AC
1PO;26402-17;AC9;12.89396829;0.163;37.43573532;0.747088617;1.555665302;20;0.674007962;9.43;AC
1PO;26406-17;AC9;19.8141683;39.705;117.1184195;0.285802162;8.61262448;20;0.674007962;9.43;AC
1PO;26418-17;AC9;21.92669828;126.783;146.8245348;0.229481686;12.45685544;20;0.674007962;9.43;AC
1PO;26417-17;AC9;21.94927615;127.386;131.1580721;0.239328539;11.33285522;20;0.674007962;9.43;AC
1PO;26424-17;AC9;20.82108188;76.514;139.3982305;0.237880202;11.17202359;20;0.674007962;9.43;AC
1PO;26425-17;AC9;20.4580754;74.442;170.6307558;0.23001876;12.43739676;20;0.674007962;9.43;AC
1PO;26426-17;AC9;22.24053963;74.581;124.1398498;0.257354917;10.31312322;20;0.674007962;9.43;AC
1PO;26431-17;AC9;15.95158789;0.322;31.10770546;0.691283089;1.746900718;20;0.674007962;9.43;AC
1PO;26435-17;AC9;15.04601823;0.174;31.34053166;0.804106949;1.494720457;20;0.674007962;9.43;AC
1PO;26436-17;AC9;13.75625305;0.16;36.03357431;0.81718348;1.459422998;20;0.674007962;9.43;AC
1PO;26437-17;AC9;23.81184672;380.465;274.9906251;0.146498845;26.85091308;20;0.674007962;9.43;AC
1PO;26439-17;AC9;23.89050815;294.058;211.7416777;0.177011325;19.77981266;20;0.674007962;9.43;AC
1PO;26438-17;AC9;23.71542747;276.275;202.6174541;0.185079041;18.19996897;20;0.674007962;9.43;AC
1PO;26440-17;AC9;23.21686425;232.44;176.3965311;0.1964094;17.51056403;20;0.674007962;9.43;AC
1PO;26441-17;AC9;23.31827589;287.442;149.7943692;0.206527024;14.81859567;20;0.674007962;9.43;AC
1PO;26443-17;AC9;23.61474179;375.918;304.291188;0.13886998;30.65557012;20;0.674007962;9.43;AC
1PO;26442-17;AC9;23.32127856;403.469;205.678355;0.172299497;20.76213037;20;0.674007962;9.43;AC
